type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_variation_option_Size
product,1142,12,"Grote, gerecyclede shopper met plooi","Katoen / polyester. Black Night 67% Katoen / 30% polyester/ 3% andere vezels. Ecume 75% Katoen / 22% polyester/ 3% andere vezels. Rugzak met koordje, bestaande uit gerecycled katoen en gerecycled polyester. De contrasterende hengsels die over de hele tas werden genaaid, zorgen voor een originele touch en meer stevigheid. De tas heeft een binnenzak met ritssluiting waarin sleutels en telefoon veilig kunnen worden opgeborgen. Sluit met een magnetische knoop.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=209541&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=209541&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=209540&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=209539&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=209538&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=209537&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=209535&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=209536&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,
product_option,1142,,,,,,,,,,,,,,,,,,,,,Color,Black Night / Hemp,RADIOBUTTONS,TRUE,
product_option,1142,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_option,1142,,,,,,,,,,,,,,,,,,,,,Color,Ecume / Hemp,RADIOBUTTONS,TRUE,
product_variation,1142,12,,,,,,,,,,,,,,,,,,KI5201_68310_68309,Black Night / Hemp,,,,,One Size
product_variation,1142,12,,,,,,,,,,,,,,,,,,KI5201_68311_68309,Ecume / Hemp,,,,,
product,1143,6.44,Gerecyclede shopper met platte bodem,"Katoen / polyester. Black Night en Rosewood 67% Katoen / 30% polyester/ 3% andere vezels. Ecume 75% Katoen / 22% polyester/ 3% andere vezels. Rugzak met koordje, bestaande uit gerecycled katoen en gerecycled polyester. De hengels van 60 cm lang en 4,25 cm breed bieden meer comfort.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=207511&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207511&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207517&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207518&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207513&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,1143,,,,,,,,,,,,,,,,,,,,,Color,Black Night / Hemp,RADIOBUTTONS,TRUE,
product_option,1143,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_option,1143,,,,,,,,,,,,,,,,,,,,,Color,Ecume / Hemp,RADIOBUTTONS,TRUE,
product_option,1143,,,,,,,,,,,,,,,,,,,,,Color,Rosewood / Ecume,RADIOBUTTONS,TRUE,
product_variation,1143,6.44,,,,,,,,,,,,,,,,,,KI5202_68313_68312,Black Night / Hemp,,,,,One Size
product_variation,1143,6.44,,,,,,,,,,,,,,,,,,KI5202_68314_68312,Ecume / Hemp,,,,,
product_variation,1143,6.44,,,,,,,,,,,,,,,,,,KI5202_68315_68312,Rosewood / Ecume,,,,,
product,1144,12.5,Gerecyclede duffeltas,"Katoen / polyester. Black Night 67% Katoen / 30% polyester/ 3% andere vezels. Ecume 75% Katoen / 22% polyester/ 3% andere vezels. Rugzak met koordje, bestaande uit gerecycled katoen en gerecycled polyester. De contrasterende, extra comfortabele handgrepen van 4,25 cm die rond de hele tas werden genaaid, zorgen voor een originele touch en meer stevigheid. De tas kreeg vooraan een zak met ritssluiting.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=207356&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207356&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207353&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207354&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207355&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,1144,,,,,,,,,,,,,,,,,,,,,Color,Black Night / Hemp,RADIOBUTTONS,TRUE,
product_option,1144,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_option,1144,,,,,,,,,,,,,,,,,,,,,Color,Ecume / Hemp,RADIOBUTTONS,TRUE,
product_variation,1144,12.5,,,,,,,,,,,,,,,,,,KI5601_68336_68335,Black Night / Hemp,,,,,One Size
product_variation,1144,12.5,,,,,,,,,,,,,,,,,,KI5601_68337_68335,Ecume / Hemp,,,,,
product,1145,8.3,"Grote, gerecyclede shopper met platte bodem","Katoen / polyester. Black Night 67% Katoen / 30% polyester/ 3% andere vezels. Ecume 75% Katoen / 22% polyester/ 3% andere vezels. Rugzak met koordje, bestaande uit gerecycled katoen en gerecycled polyester. De hengels van 60 cm lang met een lint van 4,25 cm breed bieden meer comfort. In de binnenzak met ritssluiting kunt u uw sleutels en telefoon veilig opbergen.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383626&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383626&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383625&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383624&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207502&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207504&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207506&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207503&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207505&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383628&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383627&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,
product_option,1145,,,,,,,,,,,,,,,,,,,,,Color,Black Night / Hemp,RADIOBUTTONS,TRUE,
product_option,1145,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_option,1145,,,,,,,,,,,,,,,,,,,,,Color,Ecume / Hemp,RADIOBUTTONS,TRUE,
product_variation,1145,8.3,,,,,,,,,,,,,,,,,,KI5204_68322_68321,Black Night / Hemp,,,,,One Size
product_variation,1145,8.3,,,,,,,,,,,,,,,,,,KI5204_68323_68321,Ecume / Hemp,,,,,
product,1146,15.44,Gerecyclede rugzak met anti-diefstalzak op de achterkant.,"Katoen / polyester. Black Night 67% Katoen / 30% polyester / 3% andere vezels. Ecume en Pebble Grey 75% Katoen / 22% polyester / 3% andere vezels. Rugzak met koordje, bestaande uit gerecycled katoen en gerecycled polyester. De schouderbanden van 4 cm breed bieden meer comfort. De tas heeft een groot hoofdvak met vooraan een zak met ritssluiting en achteraan een anti-diefstalzak. Die laatste zak zit onderaan de rug voor een maximaal comfort.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=207642&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207642&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207643&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207641&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,1146,,,,,,,,,,,,,,,,,,,,,Color,Black Night,RADIOBUTTONS,TRUE,
product_option,1146,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_option,1146,,,,,,,,,,,,,,,,,,,,,Color,Ecume / Hemp,RADIOBUTTONS,TRUE,
product_option,1146,,,,,,,,,,,,,,,,,,,,,Color,Pebble Grey / Ecume,RADIOBUTTONS,TRUE,
product_variation,1146,15.44,,,,,,,,,,,,,,,,,,KI5101_70131_68294,Black Night,,,,,One Size
product_variation,1146,15.44,,,,,,,,,,,,,,,,,,KI5101_68296_68294,Ecume / Hemp,,,,,
product_variation,1146,15.44,,,,,,,,,,,,,,,,,,KI5101_68297_68294,Pebble Grey / Ecume,,,,,
product,1147,16.9,Met de hand geweven shopper,"70% katoen / 25% polyester. Shopper werd gemaakt van vezels van gerecycled materiaal. Het is met de hand geweven volgens traditionele weeftechnieken uit Bangladesh, 'Tant' genoemd. De traditionele weefstructuur geeft het canvas een unieke, ambachtelijke look. <br/>Deze tas maakt deel uit van de collectie 'Handloom recycled project', de vrucht van een samenwerking tussen het merk Kimood en de firma HandTouch, lid van ECOTA, een fairtradeorganisatie in Bangladesh. Dit artikel ondersteunt de economie van de families die in afgelegen dorpen in Bangladesh wonen en zet vooral vrouwen aan het werk, om zo te voorkomen dat deze dorpen leegstromen. <br/>In de binnenkant van de tas zit een etiket met meer uitleg over het project en extra personalisatieruimte voor een logo en/of boodschap.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383621&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383621&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383619&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207498&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207499&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207500&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207501&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383622&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383620&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,
product_option,1147,,,,,,,,,,,,,,,,,,,,,Color,Flint Grey,RADIOBUTTONS,TRUE,
product_option,1147,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_variation,1147,16.9,,,,,,,,,,,,,,,,,,KI5205_71081_71080,Flint Grey,,,,,One Size
product,1148,17.5,Met de hand geweven shopper van canvas,"80% katoen / 20% polyester. Shopper gemaakt van vezels van gerecycled materiaal. De tas werd met de hand genaaid volgens traditionele weeftechnieken uit Bangladesh, 'Tant' genoemd. De traditionele weefstructuur geeft het canvas een unieke, ambachtelijke look. <br/>Deze tas maakt deel uit van de collectie 'Handloom recycled project', de vrucht van een samenwerking tussen het merk Kimood en de firma HandTouch, lid van ECOTA, een fairtradeorganisatie in Bangladesh. Dit artikel ondersteunt de economie van de families die in afgelegen dorpen in Bangladesh wonen en zet vooral vrouwen aan het werk, om zo te voorkomen dat deze dorpen leegstromen. <br/>De hengsels die over de hele tas werden genaaid, zijn gemaakt van dezelfde stof als de tas.<br/>In de binnenkant van de tas zit een etiket met meer uitleg over het project en extra personalisatieruimte voor een logo en/of boodschap.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=207491&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207491&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=206716&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207492&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207490&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207493&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,
product_option,1148,,,,,,,,,,,,,,,,,,,,,Color,Storm Blue,RADIOBUTTONS,TRUE,
product_option,1148,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_variation,1148,17.5,,,,,,,,,,,,,,,,,,KI5207_71097_71096,Storm Blue,,,,,One Size
product,1149,45,Met de hand gevlochten mand,"100% plantaardige vezels. 70% katoen / 25% polyester (voering). Gevlochten mand van zeewierplantenvezel. De binnenvoering is met de hand geweven van gerecycled garen (80% katoen / 20% polyester). Gevlochten mand werd met de hand geweven volgens traditionele weeftechnieken uit Bangladesh, 'Tant' genoemd. De traditionele weefstructuur geeft het canvas een unieke, ambachtelijke look. Deze gevlochten mand maakt deel uit van de collectie 'Handloom recycled project', de vrucht van een samenwerking tussen het merk Kimood en de firma HandTouch, lid van ECOTA, een fairtradeorganisatie in Bangladesh. Dit artikel ondersteunt de economie van de families die in afgelegen dorpen in Bangladesh wonen en zet vooral vrouwen aan het werk, om zo te voorkomen dat deze dorpen leegstromen. <br/>In de binnenkant van zit een etiket met meer uitleg over het project en extra personalisatieruimte voor een logo en/of boodschap.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=207357&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Winkelwagen,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207357&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207359&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207358&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,1149,,,,,,,,,,,,,,,,,,,,,Color,Seagrass,RADIOBUTTONS,TRUE,
product_option,1149,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_variation,1149,45,,,,,,,,,,,,,,,,,,KI5208_71083_71082,Seagrass,,,,,One Size
product,1150,2.86,Gerecyclede shopper,"Katoen / Polyester. Platte shopper, bestaande uit 67% gerecycled katoen en 30% gerecycled polyester en 3% andere vezels (Black Night, Navy Blue, Pebble Grey), 75% gerecycled katoen en 22% gerecycled polyester en 3% andere vezels (Carbon, Ecume, Provence Lavender, Topaz Blue), 73.4% gerecycled katoen en 26.6% gerecycled polyester (Cactus Green). De hengsels bestaan uit hetzelfde materiaal als de rest van de tas.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=217821&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=217821&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,1150,,,,,,,,,,,,,,,,,,,,,Color,Black Night,RADIOBUTTONS,TRUE,
product_option,1150,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_option,1150,,,,,,,,,,,,,,,,,,,,,Color,Cactus green,RADIOBUTTONS,TRUE,
product_option,1150,,,,,,,,,,,,,,,,,,,,,Color,Carbon,RADIOBUTTONS,TRUE,
product_option,1150,,,,,,,,,,,,,,,,,,,,,Color,Ecume,RADIOBUTTONS,TRUE,
product_option,1150,,,,,,,,,,,,,,,,,,,,,Color,Navy Blue,RADIOBUTTONS,TRUE,
product_option,1150,,,,,,,,,,,,,,,,,,,,,Color,Pebble Grey,RADIOBUTTONS,TRUE,
product_option,1150,,,,,,,,,,,,,,,,,,,,,Color,Provence Lavender,RADIOBUTTONS,TRUE,
product_option,1150,,,,,,,,,,,,,,,,,,,,,Color,Topaz Blue,RADIOBUTTONS,TRUE,
product_variation,1150,2.86,,,,,,,,,,,,,,,,,,KI5209_68326_68324,Black Night,,,,,One Size
product_variation,1150,2.86,,,,,,,,,,,,,,,,,,KI5209_68327_68324,Cactus green,,,,,
product_variation,1150,2.86,,,,,,,,,,,,,,,,,,KI5209_68328_68324,Carbon,,,,,
product_variation,1150,2.86,,,,,,,,,,,,,,,,,,KI5209_68329_68324,Ecume,,,,,
product_variation,1150,2.86,,,,,,,,,,,,,,,,,,KI5209_68332_68324,Navy Blue,,,,,
product_variation,1150,2.86,,,,,,,,,,,,,,,,,,KI5209_71098_68324,Pebble Grey,,,,,
product_variation,1150,2.86,,,,,,,,,,,,,,,,,,KI5209_68333_68324,Provence Lavender,,,,,
product_variation,1150,2.86,,,,,,,,,,,,,,,,,,KI5209_68334_68324,Topaz Blue,,,,,
