type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_variation_option_Size,product_media_gallery_image_url_17,product_media_gallery_image_url_18,product_media_gallery_image_url_19,product_media_gallery_image_url_20,product_media_gallery_image_url_21,product_media_gallery_image_url_22,product_media_gallery_image_url_23,product_media_gallery_image_url_24,product_media_gallery_image_url_25,product_media_gallery_image_url_26,product_media_gallery_image_url_27,product_media_gallery_image_url_28,product_media_gallery_image_url_29,product_media_gallery_image_url_30
product_option,786,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Wine,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_variation,786,20.76,,,,,,,,,,,,,,,,,,,,,,,K8002_59942_59941,Angora,,,,,One Size,,,,,,,,,,,,,,
product_variation,786,20.76,,,,,,,,,,,,,,,,,,,,,,,K8002_59943_59941,Black,,,,,,,,,,,,,,,,,,,
product_variation,786,20.76,,,,,,,,,,,,,,,,,,,,,,,K8002_59944_59941,Chocolate,,,,,,,,,,,,,,,,,,,
product_variation,786,20.76,,,,,,,,,,,,,,,,,,,,,,,K8002_59945_59941,Mossy Green,,,,,,,,,,,,,,,,,,,
product_variation,786,20.76,,,,,,,,,,,,,,,,,,,,,,,K8002_59946_59941,Wine,,,,,,,,,,,,,,,,,,,
product,787,20.74,Vintage schort,"100% katoen. In canvas. Metalen gesp met ringetjes aan de hals om de schort in lengte aan te passen. Riemen van een gecoate fantasiestof. Grote zak met twee vakken aan de voorkant. Afmetingen: H 90 cm - B 76 cm. Zak: H 20 cm - B 31,5 cm. Dit product kreeg een speciale behandeling om het er verouderd te laten uitzien. Dit ambachtelijke procedé maakt dat er kleurverschillen zijn tussen de producten, waardoor elk stuk uniek is.  Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=456216&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Kleding,Schort/Tuniek/Werkblouse,https://media.europeancatalog.com/ws.php?act=download&mamfileid=456216&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=456215&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=456219&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=456217&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=456231&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=456224&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=456228&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=456229&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=456227&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=456226&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=456225&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=374703&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200874&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200775&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200845&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200886&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200892&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200849&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200847&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200866&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200850&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200774&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200846&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200885&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200865&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=372392&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=372393&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=372394&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=456230&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=456218&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo
product_option,787,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Vintage Charcoal,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,787,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,787,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Vintage Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_variation,787,20.74,,,,,,,,,,,,,,,,,,,,,,,K8003_59948_59947,Vintage Charcoal,,,,,One Size,,,,,,,,,,,,,,
product_variation,787,20.74,,,,,,,,,,,,,,,,,,,,,,,K8003_59949_59947,Vintage Navy,,,,,,,,,,,,,,,,,,,
product,788,12.24,Extra lange schort,65% polyester / 35% katoen. Grote zak met penvakje aan de voorkant. Afmetingen: H 80 cm - B 90 cm. Zak: H 20 cm - B 25 cm.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=242648&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Kleding,Schort/Tuniek/Werkblouse,https://media.europeancatalog.com/ws.php?act=download&mamfileid=242648&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67144&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=242654&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=242653&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=242651&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=242647&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=242649&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=242652&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=242650&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=242655&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,788,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,788,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_variation,788,12.24,,,,,,,,,,,,,,,,,,,,,,,K8004_59951_59950,Black,,,,,One Size,,,,,,,,,,,,,,
product,789,17.2,Schort wasbaar op hoge temperatuur,"100% katoen. Thuis wassen op 60°C. Industrieel reinigen op 85°C, in overeenstemming met de ISO15797-norm. Metalen gesp aan de hals om de schort in lengte aan te passen. Grote zak met twee vakken op de voorkant. Afmetingen: H 90 cm - B 76 cm. Zak: H 20 cm - B 31,5 cm. Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/8, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=244194&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Kleding,Schort/Tuniek/Werkblouse,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244194&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244199&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244190&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244191&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244198&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244196&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244197&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244195&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244193&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244192&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=372390&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=372391&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,789,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,789,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,789,,,,,,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_variation,789,17.2,,,,,,,,,,,,,,,,,,,,,,,K8005_59953_59952,Black,,,,,One Size,,,,,,,,,,,,,,
product_variation,789,17.2,,,,,,,,,,,,,,,,,,,,,,,K8005_59954_59952,White,,,,,,,,,,,,,,,,,,,
product,790,13.14,Schort van polykatoen wasbaar op hoge temperatuur,"65% polyester / 35% katoen. Thuis wassen op 60°C. Industrieel reinigen op 85°C, in overeenstemming met de ISO15797-norm. Metalen gesp aan de hals om de schort in lengte aan te passen. Grote zak met twee vakken op de voorkant. Afmetingen: H 90 cm - B 76 cm. Zak: H 20 cm - B 31,5 cm. Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ 1007/8, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=456179&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Kleding,Schort/Tuniek/Werkblouse,https://media.europeancatalog.com/ws.php?act=download&mamfileid=456179&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=456176&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=456180&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=456181&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=456168&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=456167&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=456169&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=456171&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=456178&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=456177&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200896&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=372384&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=372383&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=456170&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=456182&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,
product_option,790,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,790,,,,,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,790,,,,,,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_variation,790,13.14,,,,,,,,,,,,,,,,,,,,,,,K8010_59956_59955,Black,,,,,One Size,,,,,,,,,,,,,,
product_variation,790,13.14,,,,,,,,,,,,,,,,,,,,,,,K8010_59957_59955,White,,,,,,,,,,,,,,,,,,,
product,791,10.9,Boxer shorts,100% katoen (popeline voor de kleuren Black en Navy / oxford voor de kleuren Oxford Silver en Oxford Blue). Lichte stof voor een optimaal comfort. Elastische tailleband. Knoopsluiting. Zijsplitten. Dubbel stiksel.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377760&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Ondergoed,Boxer,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377760&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377759&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377761&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377756&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377755&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377754&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=371995&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=371994&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377758&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377757&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,791,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,791,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,791,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,791,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,791,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,791,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,791,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,791,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Oxford Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,791,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Oxford Silver,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_variation,791,10.9,,,,,,,,,,,,,,,,,,,,,,,K803_55168_55163,Black,,,,,S,,,,,,,,,,,,,,
product_variation,791,10.9,,,,,,,,,,,,,,,,,,,,,,,K803_55168_55164,Black,,,,,M,,,,,,,,,,,,,,
product_variation,791,10.9,,,,,,,,,,,,,,,,,,,,,,,K803_55168_55165,Black,,,,,L,,,,,,,,,,,,,,
product_variation,791,10.9,,,,,,,,,,,,,,,,,,,,,,,K803_55168_55166,Black,,,,,XL,,,,,,,,,,,,,,
product_variation,791,10.9,,,,,,,,,,,,,,,,,,,,,,,K803_55168_55167,Black,,,,,XXL,,,,,,,,,,,,,,
product_variation,791,10.9,,,,,,,,,,,,,,,,,,,,,,,K803_55169_55163,Navy,,,,,,,,,,,,,,,,,,,
product_variation,791,10.9,,,,,,,,,,,,,,,,,,,,,,,K803_55169_55164,Navy,,,,,,,,,,,,,,,,,,,
product_variation,791,10.9,,,,,,,,,,,,,,,,,,,,,,,K803_55169_55165,Navy,,,,,,,,,,,,,,,,,,,
product_variation,791,10.9,,,,,,,,,,,,,,,,,,,,,,,K803_55169_55166,Navy,,,,,,,,,,,,,,,,,,,
product_variation,791,10.9,,,,,,,,,,,,,,,,,,,,,,,K803_55169_55167,Navy,,,,,,,,,,,,,,,,,,,
product_variation,791,10.9,,,,,,,,,,,,,,,,,,,,,,,K803_55170_55163,Oxford Blue,,,,,,,,,,,,,,,,,,,
product_variation,791,10.9,,,,,,,,,,,,,,,,,,,,,,,K803_55170_55164,Oxford Blue,,,,,,,,,,,,,,,,,,,
product_variation,791,10.9,,,,,,,,,,,,,,,,,,,,,,,K803_55170_55165,Oxford Blue,,,,,,,,,,,,,,,,,,,
product_variation,791,10.9,,,,,,,,,,,,,,,,,,,,,,,K803_55170_55166,Oxford Blue,,,,,,,,,,,,,,,,,,,
product_variation,791,10.9,,,,,,,,,,,,,,,,,,,,,,,K803_55170_55167,Oxford Blue,,,,,,,,,,,,,,,,,,,
product_variation,791,10.9,,,,,,,,,,,,,,,,,,,,,,,K803_55171_55163,Oxford Silver,,,,,,,,,,,,,,,,,,,
product_variation,791,10.9,,,,,,,,,,,,,,,,,,,,,,,K803_55171_55164,Oxford Silver,,,,,,,,,,,,,,,,,,,
product_variation,791,10.9,,,,,,,,,,,,,,,,,,,,,,,K803_55171_55165,Oxford Silver,,,,,,,,,,,,,,,,,,,
product_variation,791,10.9,,,,,,,,,,,,,,,,,,,,,,,K803_55171_55166,Oxford Silver,,,,,,,,,,,,,,,,,,,
product_variation,791,10.9,,,,,,,,,,,,,,,,,,,,,,,K803_55171_55167,Oxford Silver,,,,,,,,,,,,,,,,,,,
product,792,6.46,Katoenen sokken,"90% gekamd katoen/ 7 % polyamide / 3 % elasthan. Half lang. Breed ribboord voor optimaal comfort. Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ 1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67165&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Ondergoed,Sokken,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67165&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,792,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,792,,,,,,,,,,,,,,,,,,,,,,,,,,Size,39/42 EU,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,792,,,,,,,,,,,,,,,,,,,,,,,,,,Size,43/46 EU,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,792,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Corde,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,792,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_variation,792,6.46,,,,,,,,,,,,,,,,,,,,,,,K810_40162_40161,Black,,,,,39/42 EU,,,,,,,,,,,,,,
product_variation,792,6.46,,,,,,,,,,,,,,,,,,,,,,,K810_40162_40163,Black,,,,,43/46 EU,,,,,,,,,,,,,,
product_variation,792,1.9,,,,,,,,,,,,,,,,,,,,,,,K810PROMO_64704_64702,Corde,,,,,,,,,,,,,,,,,,,
product_variation,792,1.9,,,,,,,,,,,,,,,,,,,,,,,K810PROMO_64704_64703,Corde,,,,,,,,,,,,,,,,,,,
product_variation,792,6.46,,,,,,,,,,,,,,,,,,,,,,,K810_46299_40161,Dark Grey,,,,,,,,,,,,,,,,,,,
product_variation,792,6.46,,,,,,,,,,,,,,,,,,,,,,,K810_46299_40163,Dark Grey,,,,,,,,,,,,,,,,,,,
product,793,6.46,Katoenen sokken,"65% katoen / 35% elasthan. Halflang. Breed boord in rib voor optimaal comfort. Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ 1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67168&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Ondergoed,Sokken,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67168&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,793,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,793,,,,,,,,,,,,,,,,,,,,,,,,,,Size,39/42 EU,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,793,,,,,,,,,,,,,,,,,,,,,,,,,,Size,43/46 EU,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,793,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Fuchsia,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,793,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Lime,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,793,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,793,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,793,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Purple,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,793,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,793,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Sky Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,793,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Tropical Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_variation,793,6.46,,,,,,,,,,,,,,,,,,,,,,,K813_46700_46699,Black,,,,,39/42 EU,,,,,,,,,,,,,,
product_variation,793,6.46,,,,,,,,,,,,,,,,,,,,,,,K813_46700_46701,Black,,,,,43/46 EU,,,,,,,,,,,,,,
product_variation,793,6.46,,,,,,,,,,,,,,,,,,,,,,,K813_46702_46699,Fuchsia,,,,,,,,,,,,,,,,,,,
product_variation,793,6.46,,,,,,,,,,,,,,,,,,,,,,,K813_46702_46701,Fuchsia,,,,,,,,,,,,,,,,,,,
product_variation,793,6.46,,,,,,,,,,,,,,,,,,,,,,,K813_46703_46699,Lime,,,,,,,,,,,,,,,,,,,
product_variation,793,6.46,,,,,,,,,,,,,,,,,,,,,,,K813_46703_46701,Lime,,,,,,,,,,,,,,,,,,,
product_variation,793,6.46,,,,,,,,,,,,,,,,,,,,,,,K813_46704_46699,Navy,,,,,,,,,,,,,,,,,,,
product_variation,793,6.46,,,,,,,,,,,,,,,,,,,,,,,K813_46704_46701,Navy,,,,,,,,,,,,,,,,,,,
product_variation,793,6.46,,,,,,,,,,,,,,,,,,,,,,,K813_46705_46699,Orange,,,,,,,,,,,,,,,,,,,
product_variation,793,6.46,,,,,,,,,,,,,,,,,,,,,,,K813_46705_46701,Orange,,,,,,,,,,,,,,,,,,,
product_variation,793,6.46,,,,,,,,,,,,,,,,,,,,,,,K813_46706_46699,Purple,,,,,,,,,,,,,,,,,,,
product_variation,793,6.46,,,,,,,,,,,,,,,,,,,,,,,K813_46706_46701,Purple,,,,,,,,,,,,,,,,,,,
product_variation,793,6.46,,,,,,,,,,,,,,,,,,,,,,,K813_46707_46699,Red,,,,,,,,,,,,,,,,,,,
product_variation,793,6.46,,,,,,,,,,,,,,,,,,,,,,,K813_46707_46701,Red,,,,,,,,,,,,,,,,,,,
product_variation,793,6.46,,,,,,,,,,,,,,,,,,,,,,,K813_46708_46699,Sky Blue,,,,,,,,,,,,,,,,,,,
product_variation,793,6.46,,,,,,,,,,,,,,,,,,,,,,,K813_46708_46701,Sky Blue,,,,,,,,,,,,,,,,,,,
product_variation,793,6.46,,,,,,,,,,,,,,,,,,,,,,,K813_46709_46699,Tropical Blue,,,,,,,,,,,,,,,,,,,
product_variation,793,6.46,,,,,,,,,,,,,,,,,,,,,,,K813_46709_46701,Tropical Blue,,,,,,,,,,,,,,,,,,,
