type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_variation_option_Size
product_option,1342,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1342,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1342,,,,,,,,,,,,,,,Color,Blue Heather / Light Grey Heather,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1342,,,,,,,,,,,,,,,Color,Dark Grey Heather,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1342,,,,,,,,,,,,,,,Color,Dark Wine / Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1342,2.78,,,,,,,,,,,,KP545_64183_63100,Black,,,,,,,,,,,,,,One Size
product_variation,1342,2.78,,,,,,,,,,,,KP545_64184_63100,Blue Heather / Light Grey Heather,,,,,,,,,,,,,,
product_variation,1342,2.78,,,,,,,,,,,,KP545_64185_63100,Dark Grey Heather,,,,,,,,,,,,,,
product_variation,1342,2.78,,,,,,,,,,,,KP545_64186_63100,Dark Wine / Black,,,,,,,,,,,,,,
product,1343,2.6,Gebreide muts,96% polyester / 4% elastaan. Jerseytricot. Omkeerbaar in tweekleurige versie. Muts in oversized stijl.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262552&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262552&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262553&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214147&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,
product_option,1343,,,,,,,,,,,,,,,Color,Dark Grey / Senape Melange,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1343,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1343,,,,,,,,,,,,,,,Color,Light Grey Heather,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1343,,,,,,,,,,,,,,,Color,Light khaki melange / Autumn Orange,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1343,2.6,,,,,,,,,,,,KP546_64188_63105,Dark Grey / Senape Melange,,,,,,,,,,,,,,One Size
product_variation,1343,2.6,,,,,,,,,,,,KP546_64189_63105,Light Grey Heather,,,,,,,,,,,,,,
product_variation,1343,2.6,,,,,,,,,,,,KP546_64190_63105,Light khaki melange / Autumn Orange,,,,,,,,,,,,,,
product,1344,4.08,Muts,94% katoen / 6% elastaan. Muts van jerseytricot. De tweekleurige versie is omkeerbaar. Oversized stijl.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262549&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262549&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262550&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262551&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214054&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,1344,,,,,,,,,,,,,,,Color,Airforce Blue / Caramel Coffee,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1344,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1344,,,,,,,,,,,,,,,Color,Black Heather,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1344,,,,,,,,,,,,,,,Color,Light Royal Blue / Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1344,,,,,,,,,,,,,,,Color,Slub Grey Heather,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1344,,,,,,,,,,,,,,,Color,Storm Grey / Light Brick,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1344,,,,,,,,,,,,,,,Color,Vintage Dark Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1344,4.08,,,,,,,,,,,,KP547_64191_63109,Airforce Blue / Caramel Coffee,,,,,,,,,,,,,,One Size
product_variation,1344,4.08,,,,,,,,,,,,KP547_64192_63109,Black Heather,,,,,,,,,,,,,,
product_variation,1344,4.08,,,,,,,,,,,,KP547_64193_63109,Light Royal Blue / Black,,,,,,,,,,,,,,
product_variation,1344,4.08,,,,,,,,,,,,KP547_64194_63109,Slub Grey Heather,,,,,,,,,,,,,,
product_variation,1344,4.08,,,,,,,,,,,,KP547_64195_63109,Storm Grey / Light Brick,,,,,,,,,,,,,,
product_variation,1344,4.08,,,,,,,,,,,,KP547_64196_63109,Vintage Dark Red,,,,,,,,,,,,,,
product,1345,3.34,Gebreide muts,96% polyester/4% elastaan. Jerseytricot,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262546&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262546&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262547&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262548&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214053&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,1345,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1345,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1345,,,,,,,,,,,,,,,Color,Dark Mykonos Blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1345,,,,,,,,,,,,,,,Color,Dress Blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1345,,,,,,,,,,,,,,,Color,Light Grey Heather,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1345,3.34,,,,,,,,,,,,KP548_64197_63115,Black,,,,,,,,,,,,,,One Size
product_variation,1345,3.34,,,,,,,,,,,,KP548_64198_63115,Dark Mykonos Blue,,,,,,,,,,,,,,
product_variation,1345,3.34,,,,,,,,,,,,KP548_64199_63115,Dress Blue,,,,,,,,,,,,,,
product_variation,1345,3.34,,,,,,,,,,,,KP548_64200_63115,Light Grey Heather,,,,,,,,,,,,,,
product,1346,6.66,reflecterendehoes voor de helm,"100 % polyester. Waterdichte signalisatiehoes voor de helm, voldoet aan de norm EN13356:2001, klasse 2. Reflecterende strook van 3M Scotchlite. Geschikt voor de meeste fietshelmen. Zichtbaarheid en waterdichtheid in één hoes. Dit product voldoet aan de optische prestatie-eisen voor accessoires die bedoeld zijn om door mensen te worden gedragen, en is ontworpen voor niet-professioneel gebruik.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=262642&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Accessoires,Andere accessoires,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262642&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262640&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262641&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262643&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214191&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214181&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,
product_option,1346,,,,,,,,,,,,,,,Color,Fluorescent Yellow,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1346,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1346,6.66,,,,,,,,,,,,KP706_64298_64297,Fluorescent Yellow,,,,,,,,,,,,,,One Size
product,1347,2.14,Signalisatie-identificatiearmbandje,"100% PVC. Signalisatie-armbandjes van polyvinylchloride, voldoen aan de norm EN13356:2001, klasse 2. Dit product voldoet aan de optische prestatie-eisen voor accessoires die bedoeld zijn om door mensen te worden gedragen, en is ontworpen voor niet-professioneel gebruik.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=366905&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Accessoires,Armhouders,https://media.europeancatalog.com/ws.php?act=download&mamfileid=366905&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,
product_option,1347,,,,,,,,,,,,,,,Color,Fluorescent Yellow,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1347,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1347,2.14,,,,,,,,,,,,KP708_64302_64301,Fluorescent Yellow,,,,,,,,,,,,,,One Size
product,1348,3.28,Gebreide muts van biologisch katoen,Gebreide muts van 100% katoen. Gemaakt van 100% biologisch katoen.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383784&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383784&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390660&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214038&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214037&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390659&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390661&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,
product_option,1348,,,,,,,,,,,,,,,Color,Alloy Grey Heather,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1348,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1348,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1348,,,,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1348,,,,,,,,,,,,,,,Color,Dark Khaki,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1348,,,,,,,,,,,,,,,Color,Dress Blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1348,3.28,,,,,,,,,,,,KP542_63087_63086,Alloy Grey Heather,,,,,,,,,,,,,,One Size
product_variation,1348,3.28,,,,,,,,,,,,KP542_63089_63086,Black,,,,,,,,,,,,,,
product_variation,1348,3.28,,,,,,,,,,,,KP542_63090_63086,Dark Grey,,,,,,,,,,,,,,
product_variation,1348,3.28,,,,,,,,,,,,KP542_63091_63086,Dark Khaki,,,,,,,,,,,,,,
product_variation,1348,3.28,,,,,,,,,,,,KP542_63088_63086,Dress Blue,,,,,,,,,,,,,,
product,1349,8.9,Hoed met brede randen,"100% polyamide. Polyester net. Hoed met brede randen, ideaal voor activiteiten in de openlucht. Binnenband van spons. Bestaat in twee maten.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=262584&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Bob,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262584&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262583&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262582&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214153&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214152&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,1349,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1349,,,,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1349,,,,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1349,,,,,,,,,,,,,,,Color,Smooth Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1349,8.9,,,,,,,,,,,,KP620_63138_63135,Navy,,,,,,,,,,,,,,S/M
product_variation,1349,8.9,,,,,,,,,,,,KP620_63138_63136,Navy,,,,,,,,,,,,,,L/XL
product_variation,1349,8.9,,,,,,,,,,,,KP620_63137_63135,Smooth Grey,,,,,,,,,,,,,,
product_variation,1349,8.9,,,,,,,,,,,,KP620_63137_63136,Smooth Grey,,,,,,,,,,,,,,
product,1350,8.9,Outdoorhoed,100% polyamide. Ideale hoed voor activiteiten in de openlucht in vissersstijl.De zijkanten kregen microgaatjes voor een betere ventilatie. Deze handige hoed laat zich opvouwen in een binnenzak.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262581&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Bob,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262581&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262580&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214150&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214151&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,1350,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1350,,,,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1350,,,,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1350,,,,,,,,,,,,,,,Color,Smooth Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1350,8.9,,,,,,,,,,,,KP621_63141_63139,Navy,,,,,,,,,,,,,,S/M
product_variation,1350,8.9,,,,,,,,,,,,KP621_63141_63140,Navy,,,,,,,,,,,,,,L/XL
product_variation,1350,8.9,,,,,,,,,,,,KP621_63142_63139,Smooth Grey,,,,,,,,,,,,,,
product_variation,1350,8.9,,,,,,,,,,,,KP621_63142_63140,Smooth Grey,,,,,,,,,,,,,,
