type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_variation_sku,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9
product,1388,5.76,Kraag van fleece,Kraag van fleece van fleece van 100% polyester.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383773&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Kledingaccessoires,Sjaal,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383773&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390635&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214184&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214185&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390636&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,
product_option,1388,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1388,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1388,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1388,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1388,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1388,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1388,5.76,,,,,,,,KP881_60496_60495,Black,One Size,,,,,,,,,,,,
product_variation,1388,5.76,,,,,,,,KP881_60497_60495,Dark Grey,,,,,,,,,,,,,
product_variation,1388,5.76,,,,,,,,KP881_60500_60495,Natural,,,,,,,,,,,,,
product_variation,1388,5.76,,,,,,,,KP881_60498_60495,Navy,,,,,,,,,,,,,
product_variation,1388,5.76,,,,,,,,KP881_60499_60495,Red,,,,,,,,,,,,,
product,1389,19.1,Flexfit -pet Van Geborsteld Katoen - 6 Panelen,98% geborsteld zwaar katoen/2% elasthan. 6 panelen. Zonneklep met gemiddeld profiel en verstevigde binnenzijde bij de hoofdband voor vormbehoud. Flexfit®-technologie met elastische band voor een betere bevestiging en comfort.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262655&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262655&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262654&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262652&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262653&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68786&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68787&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68788&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68789&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,
product_option,1389,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1389,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1389,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1389,,,,,,,,,,,,Color,Deep Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1389,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1389,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1389,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1389,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1389,19.1,,,,,,,,KP907_49592_49591,Black,S/M,,,,,,,,,,,,
product_variation,1389,19.1,,,,,,,,KP907_49592_49593,Black,L/XL,,,,,,,,,,,,
product_variation,1389,19.1,,,,,,,,KP907_49594_49591,Deep Grey,,,,,,,,,,,,,
product_variation,1389,19.1,,,,,,,,KP907_49594_49593,Deep Grey,,,,,,,,,,,,,
product_variation,1389,19.1,,,,,,,,KP907_49595_49591,Navy,,,,,,,,,,,,,
product_variation,1389,19.1,,,,,,,,KP907_49595_49593,Navy,,,,,,,,,,,,,
product_variation,1389,19.1,,,,,,,,KP907_49596_49591,Red,,,,,,,,,,,,,
product_variation,1389,19.1,,,,,,,,KP907_49596_49593,Red,,,,,,,,,,,,,
product_variation,1389,19.1,,,,,,,,KP907_49597_49591,Royal Blue,,,,,,,,,,,,,
product_variation,1389,19.1,,,,,,,,KP907_49597_49593,Royal Blue,,,,,,,,,,,,,
product_variation,1389,19.1,,,,,,,,KP907_49598_49591,White,,,,,,,,,,,,,
product_variation,1389,19.1,,,,,,,,KP907_49598_49593,White,,,,,,,,,,,,,
product,1390,20.94,Flexfit -pet - 5 Panelen,87% acryl / 11% wol / 2% elasthan. 5 panelen. Platte zonneklep en verstevigde binnenzijde bij de hoofdband voor vormbehoud. Flexfit®-technologie met elastische band voor een betere bevestiging en comfort.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262651&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262651&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262649&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262650&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68792&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68791&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68793&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,
product_option,1390,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1390,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1390,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1390,,,,,,,,,,,,Color,Deep Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1390,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1390,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1390,20.94,,,,,,,,KP908_49600_49599,Black,S/M,,,,,,,,,,,,
product_variation,1390,20.94,,,,,,,,KP908_49600_49601,Black,L/XL,,,,,,,,,,,,
product_variation,1390,20.94,,,,,,,,KP908_49602_49599,Deep Grey,,,,,,,,,,,,,
product_variation,1390,20.94,,,,,,,,KP908_49602_49601,Deep Grey,,,,,,,,,,,,,
product_variation,1390,20.94,,,,,,,,KP908_49603_49599,Navy,,,,,,,,,,,,,
product_variation,1390,20.94,,,,,,,,KP908_49603_49601,Navy,,,,,,,,,,,,,
product_variation,1390,20.94,,,,,,,,KP908_49605_49599,White,,,,,,,,,,,,,
product_variation,1390,20.94,,,,,,,,KP908_49605_49601,White,,,,,,,,,,,,,
product,1391,16.24,Flexfit  pet met platte zonneklep - 6 panelen,"80% acryl / 20% wol. 6 panelen. Klassiek model van de beste kwaliteit. Platte zonneklep, hoog profiel, verstevigde voorpanelen. Onderkant van de zonneklep in contrasterend groen. Verstelbare druksluiting van plastic.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383769&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383769&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390625&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390627&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390626&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68804&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68800&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68802&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68801&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,
product_option,1391,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1391,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1391,,,,,,,,,,,,Color,Dark Grey / Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1391,,,,,,,,,,,,Color,Heather Grey / Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1391,,,,,,,,,,,,Color,Heather Grey / Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1391,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1391,,,,,,,,,,,,Color,Red / Red,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1391,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1391,,,,,,,,,,,,Color,White / Black,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1391,16.24,,,,,,,,KP910_54192_54191,Black,One Size,,,,,,,,,,,,
product_variation,1391,16.24,,,,,,,,KP910_54193_54191,Dark Grey / Black,,,,,,,,,,,,,
product_variation,1391,16.24,,,,,,,,KP910_54194_54191,Heather Grey / Black,,,,,,,,,,,,,
product_variation,1391,16.24,,,,,,,,KP910_54195_54191,Heather Grey / Royal Blue,,,,,,,,,,,,,
product_variation,1391,16.24,,,,,,,,KP910_54196_54191,Navy,,,,,,,,,,,,,
product_variation,1391,16.24,,,,,,,,KP910_54197_54191,Red / Red,,,,,,,,,,,,,
product_variation,1391,16.24,,,,,,,,KP910_54199_54191,White,,,,,,,,,,,,,
product_variation,1391,16.24,,,,,,,,KP910_54198_54191,White / Black,,,,,,,,,,,,,
product,1392,11.46,Klassieke Flexfit  Truckerpet - 5 panelen,"60% katoen / 40% polyester. 5 panelen. Klassiek truckermodel met schuim van hoge kwaliteit. Sponsachtige coating op het voorpaneel (6 mm dik), ideaal voor bedrukken of borduren. Verstelbare druksluiting van plastic.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=262647&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262647&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262645&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262646&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68808&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68806&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214183&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,
product_option,1392,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1392,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1392,,,,,,,,,,,,Color,Black / White,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1392,,,,,,,,,,,,Color,Navy / White,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1392,,,,,,,,,,,,Color,Red / White,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1392,11.46,,,,,,,,KP911_54201_54200,Black,One Size,,,,,,,,,,,,
product_variation,1392,11.46,,,,,,,,KP911_54202_54200,Black / White,,,,,,,,,,,,,
product_variation,1392,11.46,,,,,,,,KP911_54203_54200,Navy / White,,,,,,,,,,,,,
product_variation,1392,11.46,,,,,,,,KP911_54204_54200,Red / White,,,,,,,,,,,,,
product,1393,13,Flexfit  Truckerpet retromodel - 6 panelen,60% katoen / 40% polyester. 6 panelen. Truckermodel van hoge kwaliteit met zonneklep met half profiel en verstevigde voorpanelen in dezelfde kleur. Verstelbare druksluiting van plastic.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383768&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383768&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390624&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390623&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390622&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68813&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68811&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68810&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,
product_option,1393,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1393,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1393,,,,,,,,,,,,Color,Black / White,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1393,,,,,,,,,,,,Color,Forest Green / Light Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1393,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1393,,,,,,,,,,,,Color,Navy / White,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1393,,,,,,,,,,,,Color,Red / Red,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1393,,,,,,,,,,,,Color,Rustic Orange / Beige,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1393,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1393,13,,,,,,,,KP912_54208_54205,Black,One Size,,,,,,,,,,,,
product_variation,1393,13,,,,,,,,KP912_54209_54205,Black / White,,,,,,,,,,,,,
product_variation,1393,13,,,,,,,,KP912_54206_54205,Forest Green / Light Grey,,,,,,,,,,,,,
product_variation,1393,13,,,,,,,,KP912_54210_54205,Navy,,,,,,,,,,,,,
product_variation,1393,13,,,,,,,,KP912_54211_54205,Navy / White,,,,,,,,,,,,,
product_variation,1393,13,,,,,,,,KP912_54212_54205,Red / Red,,,,,,,,,,,,,
product_variation,1393,13,,,,,,,,KP912_54207_54205,Rustic Orange / Beige,,,,,,,,,,,,,
product_variation,1393,13,,,,,,,,KP912_54213_54205,White,,,,,,,,,,,,,
product,1394,6.34,Handschoenen van fleece voor kind,100 % polyester. Kinderhandschoenen van polyester type fleece.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=173360&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Handschoenen,https://media.europeancatalog.com/ws.php?act=download&mamfileid=173360&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,1394,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1394,,,,,,,,,,,,Size,6/9 ans,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1394,,,,,,,,,,,,Size,9/12 ans,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1394,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1394,6.34,,,,,,,,KP882_63161_63159,Black,6/9 ans,,,,,,,,,,,,
product_variation,1394,6.34,,,,,,,,KP882_63161_63160,Black,9/12 ans,,,,,,,,,,,,
product_variation,1394,6.34,,,,,,,,KP882_63162_63159,Navy,,,,,,,,,,,,,
product_variation,1394,6.34,,,,,,,,KP882_63162_63160,Navy,,,,,,,,,,,,,
product,1395,41.66,"Regelbare, platte riem","100% leer. Binnenkant in volnerf rundsplitleder met aniline afwerking. Klassieke, platte riem, gemaakt in Italië. Dikte : 30 mm. Bestaat in twee maten : 90 cm en 105 cm, met de mogelijkheid om de riem te regelen van maat XS tot XXL. Dankzij de schroefsluiting kan de riem gemakkelijk worden losgemaakt om te verkorten tot de juiste maat. Zit in een katoenen zakje, voor eenvoudige personalisatie.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=169010&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Kledingaccessoires,Riem,https://media.europeancatalog.com/ws.php?act=download&mamfileid=169010&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,1395,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1395,,,,,,,,,,,,Size,M/L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1395,,,,,,,,,,,,Size,XL/XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1395,,,,,,,,,,,,Color,Cognac,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1395,41.66,,,,,,,,KP815_63145_63143,Black,M/L,,,,,,,,,,,,
product_variation,1395,41.66,,,,,,,,KP815_63145_63144,Black,XL/XXL,,,,,,,,,,,,
product_variation,1395,41.66,,,,,,,,KP815_63146_63143,Cognac,,,,,,,,,,,,,
product_variation,1395,41.66,,,,,,,,KP815_63146_63144,Cognac,,,,,,,,,,,,,
product,1396,41.34,"Klassieke, regelbare riem met een afgeronde boord","100% leder. Buitenkant met volnerf rundleder met aniline afwerking. Binnenkant met suède nubuck rundsplitleder. Riem met een afgeronde boord, in Italië gemaakt. Dikte : 30 mm. Bestaat in twee maten : 90 cm en 105 cm, met de mogelijkheid om de riem te regelen van maat XS tot XXL. Dankzij de schroefsluiting kan de riem gemakkelijk worden losgemaakt om te verkorten tot de juiste maat. Zit in een katoenen zakje, voor eenvoudige personalisatie.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=173355&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Kledingaccessoires,Riem,https://media.europeancatalog.com/ws.php?act=download&mamfileid=173355&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,1396,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1396,,,,,,,,,,,,Size,M/L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1396,,,,,,,,,,,,Size,XL/XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1396,,,,,,,,,,,,Color,Dull Brown,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1396,41.34,,,,,,,,KP816_63149_63147,Black,M/L,,,,,,,,,,,,
product_variation,1396,41.34,,,,,,,,KP816_63149_63148,Black,XL/XXL,,,,,,,,,,,,
product_variation,1396,41.34,,,,,,,,KP816_63150_63147,Dull Brown,,,,,,,,,,,,,
product_variation,1396,41.34,,,,,,,,KP816_63150_63148,Dull Brown,,,,,,,,,,,,,
product,1397,50.7,Trendy riem,"100% leder. Volnerf rundleder met aniline afwerking. Trendy riem, in Italië gemaakt. Dikte : 30 mm. Bestaat in twee maten : 90 cm en 105 cm, met de mogelijkheid om de riem te regelen van maat XS tot XXL. Dankzij de schroefsluiting kan de riem gemakkelijk worden losgemaakt om te verkorten tot de juiste maat. Zit in een katoenen tasje, voor eenvoudige personalisatie.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=173353&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Kledingaccessoires,Riem,https://media.europeancatalog.com/ws.php?act=download&mamfileid=173353&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,1397,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1397,,,,,,,,,,,,Size,M/L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1397,,,,,,,,,,,,Size,XL/XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1397,,,,,,,,,,,,Color,Dark Brown,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1397,50.7,,,,,,,,KP819_64305_64303,Black,M/L,,,,,,,,,,,,
product_variation,1397,50.7,,,,,,,,KP819_64305_64304,Black,XL/XXL,,,,,,,,,,,,
product_variation,1397,50.7,,,,,,,,KP819_64306_64303,Dark Brown,,,,,,,,,,,,,
product_variation,1397,50.7,,,,,,,,KP819_64306_64304,Dark Brown,,,,,,,,,,,,,
product,1398,60,Klassieke riem,"100% leder. Volnerf rundleder met aniline afwerking. Klassieke riem, in Italië gemaakt, Metalen gesp. Dikte : 30 mm. Lengte van de riem : 125 cm. Past zich aan maat XS tot XXL aan door hem door te knippen, want de gesp is afneembaar. Zit in een katoenen zakje, voor eenvoudige personalisatie.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=173352&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Kledingaccessoires,Riem,https://media.europeancatalog.com/ws.php?act=download&mamfileid=173352&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,1398,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1398,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1398,60,,,,,,,,KP820_63158_63157,Black,One Size,,,,,,,,,,,,
product,1399,10.56,Pet van gerecycled katoen - 6 panelen,100% katoen. Pet met 5 panelen bestaande uit 60% gerecycled katoen pré-consumer en 40% zuiver katoen. Verstelbare sluiting met metalen gesp.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390621&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390621&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390619&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390620&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383764&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383765&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=216533&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214303&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214302&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383767&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo
product_option,1399,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1399,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1399,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1399,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1399,10.56,,,,,,,,KP915_68471_68470,Black,One Size,,,,,,,,,,,,
product_variation,1399,10.56,,,,,,,,KP915_68472_68470,Navy,,,,,,,,,,,,,
product_variation,1399,10.56,,,,,,,,KP915_68473_68470,White,,,,,,,,,,,,,
product,1400,10.94,Pet van gerecycled katoen - 5 panelen,100% katoen. Pet met 5 panelen bestaande uit 60% gerecycled katoen pré-consumer en 40% zuiver katoen. Verstelbare sluiting met metalen gesp.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383763&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383763&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390616&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390617&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390618&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214299&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214298&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214297&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,
product_option,1400,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1400,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1400,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1400,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1400,10.94,,,,,,,,KP916_68475_68474,Black,One Size,,,,,,,,,,,,
product_variation,1400,10.94,,,,,,,,KP916_68476_68474,Navy,,,,,,,,,,,,,
product_variation,1400,10.94,,,,,,,,KP916_68477_68474,White,,,,,,,,,,,,,
