type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_variation_option_Size,product_media_gallery_image_url_7
product_option,75,,,,,,,,,,,,Color,Dusty Blue,RADIOBUTTONS,TRUE,,,,,,
product_option,75,,,,,,,,,,,,Color,Mauve,RADIOBUTTONS,TRUE,,,,,,
product_option,75,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,
product_variation,75,36.64,,,,,,,,,BE7503_61133_61131,Black,,,,,,,,,S,
product_variation,75,36.64,,,,,,,,,BE7503_61133_61130,Black,,,,,,,,,M,
product_variation,75,36.64,,,,,,,,,BE7503_61133_61129,Black,,,,,,,,,L,
product_variation,75,36.64,,,,,,,,,BE7503_61133_61132,Black,,,,,,,,,XL,
product_variation,75,36.64,,,,,,,,,BE7503_61134_61131,Brick,,,,,,,,,,
product_variation,75,36.64,,,,,,,,,BE7503_61134_61130,Brick,,,,,,,,,,
product_variation,75,36.64,,,,,,,,,BE7503_61134_61129,Brick,,,,,,,,,,
product_variation,75,36.64,,,,,,,,,BE7503_61134_61132,Brick,,,,,,,,,,
product_variation,75,36.64,,,,,,,,,BE7503_61135_61131,Deep Heather,,,,,,,,,,
product_variation,75,36.64,,,,,,,,,BE7503_61135_61130,Deep Heather,,,,,,,,,,
product_variation,75,36.64,,,,,,,,,BE7503_61135_61129,Deep Heather,,,,,,,,,,
product_variation,75,36.64,,,,,,,,,BE7503_61135_61132,Deep Heather,,,,,,,,,,
product_variation,75,36.64,,,,,,,,,BE7503_61136_61131,Dusty Blue,,,,,,,,,,
product_variation,75,36.64,,,,,,,,,BE7503_61136_61130,Dusty Blue,,,,,,,,,,
product_variation,75,36.64,,,,,,,,,BE7503_61136_61129,Dusty Blue,,,,,,,,,,
product_variation,75,36.64,,,,,,,,,BE7503_61136_61132,Dusty Blue,,,,,,,,,,
product_variation,75,36.64,,,,,,,,,BE7503_61137_61131,Mauve,,,,,,,,,,
product_variation,75,36.64,,,,,,,,,BE7503_61137_61130,Mauve,,,,,,,,,,
product_variation,75,36.64,,,,,,,,,BE7503_61137_61129,Mauve,,,,,,,,,,
product_variation,75,36.64,,,,,,,,,BE7503_61137_61132,Mauve,,,,,,,,,,
product_variation,75,36.64,,,,,,,,,BE7503_61138_61131,Navy,,,,,,,,,,
product_variation,75,36.64,,,,,,,,,BE7503_61138_61130,Navy,,,,,,,,,,
product_variation,75,36.64,,,,,,,,,BE7503_61138_61129,Navy,,,,,,,,,,
product_variation,75,36.64,,,,,,,,,BE7503_61138_61132,Navy,,,,,,,,,,
product,76,10.92,Women's Triblend Short Sleeve Tee,50% polyester / 25% gekamd ringgesponnen katoen / 25% rayon. Triblend materiaal. Ronde hals. Valt lang uit. Zijnaden.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401056&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Bella + Canvas,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401056&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401057&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,76,,,,,,,,,,,,Color,Charcoal Black Triblend,RADIOBUTTONS,TRUE,,,,,,
product_option,76,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,
product_option,76,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,
product_option,76,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,
product_option,76,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,
product_option,76,,,,,,,,,,,,Color,Maroon Triblend,RADIOBUTTONS,TRUE,,,,,,
product_variation,76,10.92,,,,,,,,,BE8413_25807_25802,Charcoal Black Triblend,,,,,,,,,S,
product_variation,76,10.92,,,,,,,,,BE8413_25807_25803,Charcoal Black Triblend,,,,,,,,,M,
product_variation,76,10.92,,,,,,,,,BE8413_25807_25804,Charcoal Black Triblend,,,,,,,,,L,
product_variation,76,10.92,,,,,,,,,BE8413_25807_25805,Charcoal Black Triblend,,,,,,,,,XL,
product_variation,76,10.92,,,,,,,,,BE8413_47633_25802,Maroon Triblend,,,,,,,,,,
product_variation,76,10.92,,,,,,,,,BE8413_47633_25803,Maroon Triblend,,,,,,,,,,
product_variation,76,10.92,,,,,,,,,BE8413_47633_25804,Maroon Triblend,,,,,,,,,,
product_variation,76,10.92,,,,,,,,,BE8413_47633_25805,Maroon Triblend,,,,,,,,,,
product,77,13.86,Women's Flowy Racerback Tank,65% polyester / 35% viscose. Racerback topje. Valt lang uit. Gefronst aan de achterkant.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401058&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Bella + Canvas,Kleding,Top,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401058&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401059&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,77,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,
product_option,77,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,
product_option,77,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,
product_option,77,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,
product_option,77,,,,,,,,,,,,Color,Dark Grey Heather,RADIOBUTTONS,TRUE,,,,,,
product_option,77,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,
product_variation,77,13.86,,,,,,,,,BE8800C_31230_31227,Black,,,,,,,,,S,
product_variation,77,13.86,,,,,,,,,BE8800C_31230_31228,Black,,,,,,,,,M,
product_variation,77,13.86,,,,,,,,,BE8800C_31230_31229,Black,,,,,,,,,L,
product_variation,77,13.86,,,,,,,,,BE8800C_31231_31227,Dark Grey Heather,,,,,,,,,,
product_variation,77,13.86,,,,,,,,,BE8800C_31231_31228,Dark Grey Heather,,,,,,,,,,
product_variation,77,13.86,,,,,,,,,BE8800C_31231_31229,Dark Grey Heather,,,,,,,,,,
product_variation,77,13.86,,,,,,,,,BE8800_31226_31223,White,,,,,,,,,,
product_variation,77,13.86,,,,,,,,,BE8800_31226_31224,White,,,,,,,,,,
product_variation,77,13.86,,,,,,,,,BE8800_31226_31225,White,,,,,,,,,,
product,78,13.86,Ladies' flowy rolled-cuff T-shirt,65% polyester / 35% viscose. Rolzoommouwen. Ruwe afwerking. Laag uitgesneden zoom. Soepel vallend model.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401060&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Bella + Canvas,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401060&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401061&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,78,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,
product_option,78,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,
product_option,78,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,
product_option,78,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,
product_option,78,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,
product_option,78,,,,,,,,,,,,Color,Dark Grey Heather,RADIOBUTTONS,TRUE,,,,,,
product_option,78,,,,,,,,,,,,Color,Heather Deep Teal,RADIOBUTTONS,TRUE,,,,,,
product_option,78,,,,,,,,,,,,Color,Heather Olive,RADIOBUTTONS,TRUE,,,,,,
product_option,78,,,,,,,,,,,,Color,Mauve,RADIOBUTTONS,TRUE,,,,,,
product_option,78,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,
product_variation,78,13.86,,,,,,,,,BE8804_55937_55935,Black,,,,,,,,,S,
product_variation,78,13.86,,,,,,,,,BE8804_55937_55934,Black,,,,,,,,,M,
product_variation,78,13.86,,,,,,,,,BE8804_55937_55933,Black,,,,,,,,,L,
product_variation,78,13.86,,,,,,,,,BE8804_55937_55936,Black,,,,,,,,,XL,
product_variation,78,13.86,,,,,,,,,BE8804_55938_55935,Dark Grey Heather,,,,,,,,,,
product_variation,78,13.86,,,,,,,,,BE8804_55938_55934,Dark Grey Heather,,,,,,,,,,
product_variation,78,13.86,,,,,,,,,BE8804_55938_55933,Dark Grey Heather,,,,,,,,,,
product_variation,78,13.86,,,,,,,,,BE8804_55938_55936,Dark Grey Heather,,,,,,,,,,
product_variation,78,13.86,,,,,,,,,BE8804_55939_55935,Heather Deep Teal,,,,,,,,,,
product_variation,78,13.86,,,,,,,,,BE8804_55939_55934,Heather Deep Teal,,,,,,,,,,
product_variation,78,13.86,,,,,,,,,BE8804_55939_55933,Heather Deep Teal,,,,,,,,,,
product_variation,78,13.86,,,,,,,,,BE8804_55939_55936,Heather Deep Teal,,,,,,,,,,
product_variation,78,13.86,,,,,,,,,BE8804_55940_55935,Heather Olive,,,,,,,,,,
product_variation,78,13.86,,,,,,,,,BE8804_55940_55934,Heather Olive,,,,,,,,,,
product_variation,78,13.86,,,,,,,,,BE8804_55940_55933,Heather Olive,,,,,,,,,,
product_variation,78,13.86,,,,,,,,,BE8804_55940_55936,Heather Olive,,,,,,,,,,
product_variation,78,13.86,,,,,,,,,BE8804_55942_55935,Mauve,,,,,,,,,,
product_variation,78,13.86,,,,,,,,,BE8804_55942_55934,Mauve,,,,,,,,,,
product_variation,78,13.86,,,,,,,,,BE8804_55942_55933,Mauve,,,,,,,,,,
product_variation,78,13.86,,,,,,,,,BE8804_55942_55936,Mauve,,,,,,,,,,
product_variation,78,13.86,,,,,,,,,BE8804_55944_55935,White,,,,,,,,,,
product_variation,78,13.86,,,,,,,,,BE8804_55944_55934,White,,,,,,,,,,
product_variation,78,13.86,,,,,,,,,BE8804_55944_55933,White,,,,,,,,,,
product_variation,78,13.86,,,,,,,,,BE8804_55944_55936,White,,,,,,,,,,
product,79,13.86,Ladies' flowy high neck tank top,65% polyester / 35% viscose. Hoekige snit. Opstaande kraag. Naadafwerking achteraan. Soepel vallend model.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401062&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Bella + Canvas,Kleding,Top,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401062&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401063&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,79,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,
product_option,79,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,
product_option,79,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,
product_option,79,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,
product_option,79,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,
product_option,79,,,,,,,,,,,,Color,Heather Stone,RADIOBUTTONS,TRUE,,,,,,
product_option,79,,,,,,,,,,,,Color,Mauve,RADIOBUTTONS,TRUE,,,,,,
product_option,79,,,,,,,,,,,,Color,Peach,RADIOBUTTONS,TRUE,,,,,,
product_option,79,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,
product_variation,79,13.86,,,,,,,,,BE8809_55949_55947,Black,,,,,,,,,S,
product_variation,79,13.86,,,,,,,,,BE8809_55949_55946,Black,,,,,,,,,M,
product_variation,79,13.86,,,,,,,,,BE8809_55949_55945,Black,,,,,,,,,L,
product_variation,79,13.86,,,,,,,,,BE8809_55949_55948,Black,,,,,,,,,XL,
product_variation,79,13.86,,,,,,,,,BE8809_55951_55947,Heather Stone,,,,,,,,,,
product_variation,79,13.86,,,,,,,,,BE8809_55951_55946,Heather Stone,,,,,,,,,,
product_variation,79,13.86,,,,,,,,,BE8809_55951_55945,Heather Stone,,,,,,,,,,
product_variation,79,13.86,,,,,,,,,BE8809_55951_55948,Heather Stone,,,,,,,,,,
product_variation,79,13.86,,,,,,,,,BE8809_55952_55947,Mauve,,,,,,,,,,
product_variation,79,13.86,,,,,,,,,BE8809_55952_55946,Mauve,,,,,,,,,,
product_variation,79,13.86,,,,,,,,,BE8809_55952_55945,Mauve,,,,,,,,,,
product_variation,79,13.86,,,,,,,,,BE8809_55952_55948,Mauve,,,,,,,,,,
product_variation,79,13.86,,,,,,,,,BE8809_55953_55947,Peach,,,,,,,,,,
product_variation,79,13.86,,,,,,,,,BE8809_55953_55946,Peach,,,,,,,,,,
product_variation,79,13.86,,,,,,,,,BE8809_55953_55945,Peach,,,,,,,,,,
product_variation,79,13.86,,,,,,,,,BE8809_55953_55948,Peach,,,,,,,,,,
product_variation,79,13.86,,,,,,,,,BE8809_55954_55947,White,,,,,,,,,,
product_variation,79,13.86,,,,,,,,,BE8809_55954_55946,White,,,,,,,,,,
product_variation,79,13.86,,,,,,,,,BE8809_55954_55945,White,,,,,,,,,,
product_variation,79,13.86,,,,,,,,,BE8809_55954_55948,White,,,,,,,,,,
product,80,11.6,Women's Flowy Cropped Tee,65% polyester / 35% viscose. T-shirt ronde hals. Trendy korte snit. Klassieke mouwen. Zijnaden.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401066&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Bella + Canvas,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401066&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401067&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,80,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,
product_option,80,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,
product_option,80,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,
product_option,80,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,
product_option,80,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,
product_option,80,,,,,,,,,,,,Color,Dark Grey Heather,RADIOBUTTONS,TRUE,,,,,,
product_option,80,,,,,,,,,,,,Color,Heather Dust,RADIOBUTTONS,TRUE,,,,,,
product_option,80,,,,,,,,,,,,Color,Mauve,RADIOBUTTONS,TRUE,,,,,,
product_option,80,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,
product_variation,80,11.6,,,,,,,,,BE8882_61143_61141,Black,,,,,,,,,S,
product_variation,80,11.6,,,,,,,,,BE8882_61143_61140,Black,,,,,,,,,M,
product_variation,80,11.6,,,,,,,,,BE8882_61143_61139,Black,,,,,,,,,L,
product_variation,80,11.6,,,,,,,,,BE8882_61143_61142,Black,,,,,,,,,XL,
product_variation,80,11.6,,,,,,,,,BE8882_61144_61141,Dark Grey Heather,,,,,,,,,,
product_variation,80,11.6,,,,,,,,,BE8882_61144_61140,Dark Grey Heather,,,,,,,,,,
product_variation,80,11.6,,,,,,,,,BE8882_61144_61139,Dark Grey Heather,,,,,,,,,,
product_variation,80,11.6,,,,,,,,,BE8882_61144_61142,Dark Grey Heather,,,,,,,,,,
product_variation,80,11.6,,,,,,,,,BE8882_61145_61141,Heather Dust,,,,,,,,,,
product_variation,80,11.6,,,,,,,,,BE8882_61145_61140,Heather Dust,,,,,,,,,,
product_variation,80,11.6,,,,,,,,,BE8882_61145_61139,Heather Dust,,,,,,,,,,
product_variation,80,11.6,,,,,,,,,BE8882_61145_61142,Heather Dust,,,,,,,,,,
product_variation,80,11.6,,,,,,,,,BE8882_61146_61141,Mauve,,,,,,,,,,
product_variation,80,11.6,,,,,,,,,BE8882_61146_61140,Mauve,,,,,,,,,,
product_variation,80,11.6,,,,,,,,,BE8882_61146_61139,Mauve,,,,,,,,,,
product_variation,80,11.6,,,,,,,,,BE8882_61146_61142,Mauve,,,,,,,,,,
product_variation,80,11.6,,,,,,,,,BE8882_61147_61141,White,,,,,,,,,,
product_variation,80,11.6,,,,,,,,,BE8882_61147_61140,White,,,,,,,,,,
product_variation,80,11.6,,,,,,,,,BE8882_61147_61139,White,,,,,,,,,,
product_variation,80,11.6,,,,,,,,,BE8882_61147_61142,White,,,,,,,,,,
product,81,3.8,Premium Gymsac,210D Polyester (210D Nylon voor de kleur Silver). Waterafstotende stof. Versterkte hoeken met metalen eyelets.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=152589&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Bag Base,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=152589&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=152588&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=152587&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=152634&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=152596&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=152629&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,
product_option,81,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,
product_option,81,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,
product_option,81,,,,,,,,,,,,Color,Bottle Green,RADIOBUTTONS,TRUE,,,,,,
product_option,81,,,,,,,,,,,,Color,Bright Royal,RADIOBUTTONS,TRUE,,,,,,
product_option,81,,,,,,,,,,,,Color,Burgundy,RADIOBUTTONS,TRUE,,,,,,
product_option,81,,,,,,,,,,,,Color,Classic Red,RADIOBUTTONS,TRUE,,,,,,
product_option,81,,,,,,,,,,,,Color,Fluorescent Orange,RADIOBUTTONS,TRUE,,,,,,
product_option,81,,,,,,,,,,,,Color,Fluorescent Pink,RADIOBUTTONS,TRUE,,,,,,
product_option,81,,,,,,,,,,,,Color,Fluorescent Yellow,RADIOBUTTONS,TRUE,,,,,,
product_option,81,,,,,,,,,,,,Color,French Navy,RADIOBUTTONS,TRUE,,,,,,
product_option,81,,,,,,,,,,,,Color,Fuchsia,RADIOBUTTONS,TRUE,,,,,,
product_option,81,,,,,,,,,,,,Color,Gold,RADIOBUTTONS,TRUE,,,,,,
product_option,81,,,,,,,,,,,,Color,Graphite Grey,RADIOBUTTONS,TRUE,,,,,,
product_option,81,,,,,,,,,,,,Color,Green Olive,RADIOBUTTONS,TRUE,,,,,,
product_option,81,,,,,,,,,,,,Color,Kelly Green,RADIOBUTTONS,TRUE,,,,,,
product_option,81,,,,,,,,,,,,Color,Light Grey,RADIOBUTTONS,TRUE,,,,,,
product_option,81,,,,,,,,,,,,Color,Lime Green,RADIOBUTTONS,TRUE,,,,,,
product_option,81,,,,,,,,,,,,Color,Ocean Blue,RADIOBUTTONS,TRUE,,,,,,
product_option,81,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,,,,,
product_option,81,,,,,,,,,,,,Color,Pink,RADIOBUTTONS,TRUE,,,,,,
product_option,81,,,,,,,,,,,,Color,Purple,RADIOBUTTONS,TRUE,,,,,,
product_option,81,,,,,,,,,,,,Color,Sapphire Blue,RADIOBUTTONS,TRUE,,,,,,
product_option,81,,,,,,,,,,,,Color,Silver,RADIOBUTTONS,TRUE,,,,,,
product_option,81,,,,,,,,,,,,Color,Sky Blue,RADIOBUTTONS,TRUE,,,,,,
product_option,81,,,,,,,,,,,,Color,Surf Blue,RADIOBUTTONS,TRUE,,,,,,
product_option,81,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,
product_option,81,,,,,,,,,,,,Color,Yellow,RADIOBUTTONS,TRUE,,,,,,
product_variation,81,3.8,,,,,,,,,BG10_8207_8201,Black,,,,,,,,,One Size,
product_variation,81,3.8,,,,,,,,,BG10_8214_8201,Bottle Green,,,,,,,,,,
product_variation,81,3.8,,,,,,,,,BG10_8209_8201,Bright Royal,,,,,,,,,,
product_variation,81,3.8,,,,,,,,,BG10_8215_8201,Burgundy,,,,,,,,,,
product_variation,81,3.8,,,,,,,,,BG10_8203_8201,Classic Red,,,,,,,,,,
product_variation,81,3.8,,,,,,,,,BG10_51407_8201,Fluorescent Orange,,,,,,,,,,
product_variation,81,3.8,,,,,,,,,BG10_51408_8201,Fluorescent Pink,,,,,,,,,,
product_variation,81,3.8,,,,,,,,,BG10_51409_8201,Fluorescent Yellow,,,,,,,,,,
product_variation,81,3.8,,,,,,,,,BG10_8216_8201,French Navy,,,,,,,,,,
product_variation,81,3.8,,,,,,,,,BG10_8227_8201,Fuchsia,,,,,,,,,,
product_variation,81,3.8,,,,,,,,,BG10_30969_8201,Gold,,,,,,,,,,
product_variation,81,3.8,,,,,,,,,BG10_8205_8201,Graphite Grey,,,,,,,,,,
product_variation,81,3.8,,,,,,,,,BG10_8204_8201,Green Olive,,,,,,,,,,
product_variation,81,3.8,,,,,,,,,BG10_9556_8201,Kelly Green,,,,,,,,,,
product_variation,81,3.8,,,,,,,,,BG10_51410_8201,Light Grey,,,,,,,,,,
product_variation,81,3.8,,,,,,,,,BG10_9557_8201,Lime Green,,,,,,,,,,
product_variation,81,3.8,,,,,,,,,BG10_8229_8201,Ocean Blue,,,,,,,,,,
product_variation,81,3.8,,,,,,,,,BG10_8219_8201,Orange,,,,,,,,,,
product_variation,81,3.8,,,,,,,,,BG10_8220_8201,Pink,,,,,,,,,,
product_variation,81,3.8,,,,,,,,,BG10_8221_8201,Purple,,,,,,,,,,
product_variation,81,3.8,,,,,,,,,BG10_17958_8201,Sapphire Blue,,,,,,,,,,
product_variation,81,5.64,,,,,,,,,BG10A_41919_41920,Silver,,,,,,,,,,
product_variation,81,3.8,,,,,,,,,BG10_30970_8201,Sky Blue,,,,,,,,,,
product_variation,81,3.8,,,,,,,,,BG10_51411_8201,Surf Blue,,,,,,,,,,
product_variation,81,3.8,,,,,,,,,BG10_8222_8201,White,,,,,,,,,,
product_variation,81,3.8,,,,,,,,,BG10_8202_8201,Yellow,,,,,,,,,,
product,82,16.68,Rugzak Original Fashion,"Polyester 600D, uitneembaar tearaway etiket, gewatteerde achterkant, aanpasbare gewatteerde schouderriemen, handgreep, ritszak opzij.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=153095&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Bag Base,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=153095&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=153093&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=153097&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=152919&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=152774&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=153138&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,
product_option,82,,,,,,,,,,,,Color,Airforce Blue / Graphite Grey,RADIOBUTTONS,TRUE,,,,,,
product_option,82,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,
product_option,82,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,
product_option,82,,,,,,,,,,,,Color,Bottle Green,RADIOBUTTONS,TRUE,,,,,,
product_option,82,,,,,,,,,,,,Color,Bright Royal,RADIOBUTTONS,TRUE,,,,,,
product_option,82,,,,,,,,,,,,Color,Burgundy,RADIOBUTTONS,TRUE,,,,,,
product_option,82,,,,,,,,,,,,Color,Caramel,RADIOBUTTONS,TRUE,,,,,,
product_option,82,,,,,,,,,,,,Color,Classic Pink / Graphite Grey,RADIOBUTTONS,TRUE,,,,,,
product_option,82,,,,,,,,,,,,Color,Classic Red,RADIOBUTTONS,TRUE,,,,,,
product_option,82,,,,,,,,,,,,Color,Emerald / Graphite Grey,RADIOBUTTONS,TRUE,,,,,,
product_option,82,,,,,,,,,,,,Color,French Navy,RADIOBUTTONS,TRUE,,,,,,
product_option,82,,,,,,,,,,,,Color,Fuchsia / Graphite Grey,RADIOBUTTONS,TRUE,,,,,,
product_option,82,,,,,,,,,,,,Color,Graphite Grey,RADIOBUTTONS,TRUE,,,,,,
product_option,82,,,,,,,,,,,,Color,Kelly Green,RADIOBUTTONS,TRUE,,,,,,
product_option,82,,,,,,,,,,,,Color,Light Grey / Graphite Grey,RADIOBUTTONS,TRUE,,,,,,
product_option,82,,,,,,,,,,,,Color,Lime Green / Graphite Grey,RADIOBUTTONS,TRUE,,,,,,
product_option,82,,,,,,,,,,,,Color,Mustard,RADIOBUTTONS,TRUE,,,,,,
product_option,82,,,,,,,,,,,,Color,Olive Green,RADIOBUTTONS,TRUE,,,,,,
product_option,82,,,,,,,,,,,,Color,Orange / Graphite Grey,RADIOBUTTONS,TRUE,,,,,,
product_option,82,,,,,,,,,,,,Color,Purple,RADIOBUTTONS,TRUE,,,,,,
product_option,82,,,,,,,,,,,,Color,Sapphire Blue,RADIOBUTTONS,TRUE,,,,,,
product_option,82,,,,,,,,,,,,Color,Sky Blue / French Navy,RADIOBUTTONS,TRUE,,,,,,
product_option,82,,,,,,,,,,,,Color,Surf Blue / Graphite Grey,RADIOBUTTONS,TRUE,,,,,,
product_option,82,,,,,,,,,,,,Color,White / Graphite Grey,RADIOBUTTONS,TRUE,,,,,,
product_option,82,,,,,,,,,,,,Color,Yellow / Graphite Grey,RADIOBUTTONS,TRUE,,,,,,
product_variation,82,16.68,,,,,,,,,BG125_51414_51413,Airforce Blue / Graphite Grey,,,,,,,,,One Size,
product_variation,82,16.68,,,,,,,,,BG125_51415_51413,Black,,,,,,,,,,
product_variation,82,16.68,,,,,,,,,BG125_51416_51413,Bottle Green,,,,,,,,,,
product_variation,82,16.68,,,,,,,,,BG125_51418_51413,Bright Royal,,,,,,,,,,
product_variation,82,16.68,,,,,,,,,BG125_51419_51413,Burgundy,,,,,,,,,,
product_variation,82,16.68,,,,,,,,,BG125_51420_51413,Caramel,,,,,,,,,,
product_variation,82,16.68,,,,,,,,,BG125_51422_51413,Classic Pink / Graphite Grey,,,,,,,,,,
product_variation,82,16.68,,,,,,,,,BG125_51423_51413,Classic Red,,,,,,,,,,
product_variation,82,16.68,,,,,,,,,BG125_51425_51413,Emerald / Graphite Grey,,,,,,,,,,
product_variation,82,16.68,,,,,,,,,BG125_51426_51413,French Navy,,,,,,,,,,
product_variation,82,16.68,,,,,,,,,BG125_51427_51413,Fuchsia / Graphite Grey,,,,,,,,,,
product_variation,82,16.68,,,,,,,,,BG125_51428_51413,Graphite Grey,,,,,,,,,,
product_variation,82,16.68,,,,,,,,,BG125_51429_51413,Kelly Green,,,,,,,,,,
