type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_3,product_variation_option_Size,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13
product_option,2033,,,,,,,,,,,,Size,XL (17.5 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2033,,,,,,,,,,,,Size,2XL (18 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2033,,,,,,,,,,,,Size,3XL (18.5 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2033,24.22,,,,,,,,,PR212_31514_31506,White,,,,,,S/M (15 UK),,,,,,,,,,
product_variation,2033,24.22,,,,,,,,,PR212_31514_31507,White,,,,,,M (15.5 UK),,,,,,,,,,
product_variation,2033,24.22,,,,,,,,,PR212_31514_31508,White,,,,,,M/L (16 UK),,,,,,,,,,
product_variation,2033,24.22,,,,,,,,,PR212_31514_31509,White,,,,,,L (16.5 UK),,,,,,,,,,
product_variation,2033,24.22,,,,,,,,,PR212_31514_31510,White,,,,,,L/XL (17 UK),,,,,,,,,,
product_variation,2033,24.22,,,,,,,,,PR212_31514_31511,White,,,,,,XL (17.5 UK),,,,,,,,,,
product_variation,2033,24.22,,,,,,,,,PR212X_59038_59036,White,,,,,,2XL (18 UK),,,,,,,,,,
product_variation,2033,24.22,,,,,,,,,PR212X_59038_59037,White,,,,,,3XL (18.5 UK),,,,,,,,,,
product,2034,19.56,Long John - Men's roll sleeve T-shirt,82% polyester / 14% viscose / 4% elasthan. Met kleurgeweven strepen White / Navy. Een eenvoudige maar polyvalente stijl die met zowel lange als opgestroopte mouwen kan worden gedragen. Dankzij de zachte en soepele stof is dit een meer casual en trendy alternatief voor het klassieke overhemd.  Opstroopbare mouwen met een knooplijst vooraan de arm. Ronde halsopening met knooplijst met 3 knopen. Ribboord aan de halsopening en de mouwuiteinden. Zachte en soepele stof.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268777&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268777&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268776&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268778&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,
product_option,2034,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2034,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2034,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2034,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2034,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2034,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2034,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2034,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2034,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2034,,,,,,,,,,,,Color,White / Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2034,19.56,,,,,,,,,PR218_57874_57871,Black,,,,,,XS,,,,,,,,,,
product_variation,2034,19.56,,,,,,,,,PR218_57874_57867,Black,,,,,,S,,,,,,,,,,
product_variation,2034,19.56,,,,,,,,,PR218_57874_57864,Black,,,,,,M,,,,,,,,,,
product_variation,2034,19.56,,,,,,,,,PR218_57874_57863,Black,,,,,,L,,,,,,,,,,
product_variation,2034,19.56,,,,,,,,,PR218_57874_57868,Black,,,,,,XL,,,,,,,,,,
product_variation,2034,19.56,,,,,,,,,PR218_57874_57872,Black,,,,,,XXL,,,,,,,,,,
product_variation,2034,19.56,,,,,,,,,PR218_57874_57860,Black,,,,,,3XL,,,,,,,,,,
product_variation,2034,19.56,,,,,,,,,PR218_57876_57871,White,,,,,,,,,,,,,,,,
product_variation,2034,19.56,,,,,,,,,PR218_57876_57867,White,,,,,,,,,,,,,,,,
product_variation,2034,19.56,,,,,,,,,PR218_57876_57864,White,,,,,,,,,,,,,,,,
product_variation,2034,19.56,,,,,,,,,PR218_57876_57863,White,,,,,,,,,,,,,,,,
product_variation,2034,19.56,,,,,,,,,PR218_57876_57868,White,,,,,,,,,,,,,,,,
product_variation,2034,19.56,,,,,,,,,PR218_57876_57872,White,,,,,,,,,,,,,,,,
product_variation,2034,19.56,,,,,,,,,PR218_57876_57860,White,,,,,,,,,,,,,,,,
product_variation,2034,22.32,,,,,,,,,PR218C_57877_57870,White / Navy,,,,,,,,,,,,,,,,
product_variation,2034,22.32,,,,,,,,,PR218C_57877_57866,White / Navy,,,,,,,,,,,,,,,,
product_variation,2034,22.32,,,,,,,,,PR218C_57877_57865,White / Navy,,,,,,,,,,,,,,,,
product_variation,2034,22.32,,,,,,,,,PR218C_57877_57862,White / Navy,,,,,,,,,,,,,,,,
product_variation,2034,22.32,,,,,,,,,PR218C_57877_57869,White / Navy,,,,,,,,,,,,,,,,
product_variation,2034,22.32,,,,,,,,,PR218C_57877_57873,White / Navy,,,,,,,,,,,,,,,,
product_variation,2034,22.32,,,,,,,,,PR218C_57877_57861,White / Navy,,,,,,,,,,,,,,,,
product,2035,29.5,Men's long sleeve microcheck gingham shirt,100% kleurgeweven popelinekatoen. Fitted pasvorm. Soepele geknoopte kraag. Mouwen met dubbele knoopjes.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268775&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Overhemd,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268775&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268774&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,
product_option,2035,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2035,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2035,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2035,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2035,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2035,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2035,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2035,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2035,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2035,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2035,29.5,,,,,,,,,PR220_57885_57883,Black,,,,,,XS,,,,,,,,,,
product_variation,2035,29.5,,,,,,,,,PR220_57885_57881,Black,,,,,,S,,,,,,,,,,
product_variation,2035,29.5,,,,,,,,,PR220_57885_57880,Black,,,,,,M,,,,,,,,,,
product_variation,2035,29.5,,,,,,,,,PR220_57885_57879,Black,,,,,,L,,,,,,,,,,
product_variation,2035,29.5,,,,,,,,,PR220_57885_57882,Black,,,,,,XL,,,,,,,,,,
product_variation,2035,29.5,,,,,,,,,PR220_57885_57884,Black,,,,,,XXL,,,,,,,,,,
product_variation,2035,29.5,,,,,,,,,PR220_57885_57878,Black,,,,,,3XL,,,,,,,,,,
product_variation,2035,29.5,,,,,,,,,PR220_57887_57883,Navy,,,,,,,,,,,,,,,,
product_variation,2035,29.5,,,,,,,,,PR220_57887_57881,Navy,,,,,,,,,,,,,,,,
product_variation,2035,29.5,,,,,,,,,PR220_57887_57880,Navy,,,,,,,,,,,,,,,,
product_variation,2035,29.5,,,,,,,,,PR220_57887_57879,Navy,,,,,,,,,,,,,,,,
product_variation,2035,29.5,,,,,,,,,PR220_57887_57882,Navy,,,,,,,,,,,,,,,,
product_variation,2035,29.5,,,,,,,,,PR220_57887_57884,Navy,,,,,,,,,,,,,,,,
product_variation,2035,29.5,,,,,,,,,PR220_57887_57878,Navy,,,,,,,,,,,,,,,,
product_variation,2035,29.5,,,,,,,,,PR220_57888_57883,Red,,,,,,,,,,,,,,,,
product_variation,2035,29.5,,,,,,,,,PR220_57888_57881,Red,,,,,,,,,,,,,,,,
product_variation,2035,29.5,,,,,,,,,PR220_57888_57880,Red,,,,,,,,,,,,,,,,
product_variation,2035,29.5,,,,,,,,,PR220_57888_57879,Red,,,,,,,,,,,,,,,,
product_variation,2035,29.5,,,,,,,,,PR220_57888_57882,Red,,,,,,,,,,,,,,,,
product_variation,2035,29.5,,,,,,,,,PR220_57888_57884,Red,,,,,,,,,,,,,,,,
product_variation,2035,29.5,,,,,,,,,PR220_57888_57878,Red,,,,,,,,,,,,,,,,
product,2036,27.46,Ladies' Long Sleeve Pilot Shirt,65% polyester / 35% katoen. Popline. Easy Care. Versterkte kraag. 2 borstzakken met overslag en knoopje + penhouder op de linkerzijde. Epauletten niet meegeleverd.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=395899&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Overhemd,https://media.europeancatalog.com/ws.php?act=download&mamfileid=395899&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=395900&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,
product_option,2036,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2036,,,,,,,,,,,,Size,S (10 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2036,,,,,,,,,,,,Size,M (12 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2036,,,,,,,,,,,,Size,L (14 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2036,,,,,,,,,,,,Size,XL (16 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2036,,,,,,,,,,,,Size,XXL (18 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2036,27.46,,,,,,,,,PR310_50873_50872,White,,,,,,S (10 UK),,,,,,,,,,
product_variation,2036,27.46,,,,,,,,,PR310_50873_50874,White,,,,,,M (12 UK),,,,,,,,,,
product_variation,2036,27.46,,,,,,,,,PR310_50873_50875,White,,,,,,L (14 UK),,,,,,,,,,
product_variation,2036,27.46,,,,,,,,,PR310_50873_50876,White,,,,,,XL (16 UK),,,,,,,,,,
product_variation,2036,27.46,,,,,,,,,PR310_50873_50877,White,,,,,,XXL (18 UK),,,,,,,,,,
product,2037,24.58,Ladies Pilot Short Sleeved Shirt,65% polyester / 35% katoen. Popline. Easy Care. Versterkte kraag. 2 borstzakken met overslag en knoopje + penhouder op de linkerzijde. Epauletten niet meegeleverd.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=400673&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Overhemd,https://media.europeancatalog.com/ws.php?act=download&mamfileid=400673&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,
product_option,2037,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2037,,,,,,,,,,,,Size,XS (8 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2037,,,,,,,,,,,,Size,S (10 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2037,,,,,,,,,,,,Size,M (12 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2037,,,,,,,,,,,,Size,L (14 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2037,,,,,,,,,,,,Size,XL (16 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2037,,,,,,,,,,,,Size,XXL (18 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2037,24.58,,,,,,,,,PR312_41111_41110,White,,,,,,XS (8 UK),,,,,,,,,,
product_variation,2037,24.58,,,,,,,,,PR312_41111_41112,White,,,,,,S (10 UK),,,,,,,,,,
product_variation,2037,24.58,,,,,,,,,PR312_41111_41113,White,,,,,,M (12 UK),,,,,,,,,,
product_variation,2037,24.58,,,,,,,,,PR312_41111_41114,White,,,,,,L (14 UK),,,,,,,,,,
product_variation,2037,24.58,,,,,,,,,PR312_41111_41115,White,,,,,,XL (16 UK),,,,,,,,,,
product_variation,2037,24.58,,,,,,,,,PR312_41111_41116,White,,,,,,XXL (18 UK),,,,,,,,,,
product,2038,19.56,Long John - Women's roll sleeve T-shirt,82% polyester / 14% viscose / 4% elasthan. Met kleurgeweven strepen White / Navy.  Een eenvoudige maar polyvalente stijl die met zowel lange als opgestroopte mouwen kan worden gedragen. Dankzij de zachte en soepele stof is dit een meer casual en trendy alternatief voor het klassieke overhemd. Opstroopbare mouwen met een knooplijst vooraan de arm. Ronde halsopening met knooplijst met 3 knopen. Ribboord aan de halsopening en de mouwuiteinden. Zachte en soepele stof.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268772&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268772&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268771&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268773&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,
product_option,2038,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2038,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2038,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2038,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2038,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2038,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2038,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2038,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2038,,,,,,,,,,,,Color,White / Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2038,19.56,,,,,,,,,PR318_57901_57898,Black,,,,,,XS,,,,,,,,,,
product_variation,2038,19.56,,,,,,,,,PR318_57901_57893,Black,,,,,,S,,,,,,,,,,
product_variation,2038,19.56,,,,,,,,,PR318_57901_57892,Black,,,,,,M,,,,,,,,,,
product_variation,2038,19.56,,,,,,,,,PR318_57901_57889,Black,,,,,,L,,,,,,,,,,
product_variation,2038,19.56,,,,,,,,,PR318_57901_57896,Black,,,,,,XL,,,,,,,,,,
product_variation,2038,19.56,,,,,,,,,PR318_57901_57899,Black,,,,,,XXL,,,,,,,,,,
product_variation,2038,19.56,,,,,,,,,PR318_57903_57898,White,,,,,,,,,,,,,,,,
product_variation,2038,19.56,,,,,,,,,PR318_57903_57893,White,,,,,,,,,,,,,,,,
product_variation,2038,19.56,,,,,,,,,PR318_57903_57892,White,,,,,,,,,,,,,,,,
product_variation,2038,19.56,,,,,,,,,PR318_57903_57889,White,,,,,,,,,,,,,,,,
product_variation,2038,19.56,,,,,,,,,PR318_57903_57896,White,,,,,,,,,,,,,,,,
product_variation,2038,19.56,,,,,,,,,PR318_57903_57899,White,,,,,,,,,,,,,,,,
product_variation,2038,22.32,,,,,,,,,PR318C_57904_57897,White / Navy,,,,,,,,,,,,,,,,
product_variation,2038,22.32,,,,,,,,,PR318C_57904_57894,White / Navy,,,,,,,,,,,,,,,,
product_variation,2038,22.32,,,,,,,,,PR318C_57904_57891,White / Navy,,,,,,,,,,,,,,,,
product_variation,2038,22.32,,,,,,,,,PR318C_57904_57890,White / Navy,,,,,,,,,,,,,,,,
product_variation,2038,22.32,,,,,,,,,PR318C_57904_57895,White / Navy,,,,,,,,,,,,,,,,
product_variation,2038,22.32,,,,,,,,,PR318C_57904_57900,White / Navy,,,,,,,,,,,,,,,,
product,2039,29.5,Ladies' long sleeve microcheck gingham shirt,100% kleurgeweven popelinekatoen. Getailleerde snit. Figuurnaden op de rug en de borst. Afgeronde zoom. Soepele geknoopte kraag. Mouwen met dubbele knoopjes.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268770&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Overhemd,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268770&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391753&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391754&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,
product_option,2039,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2039,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2039,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2039,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2039,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2039,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2039,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2039,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2039,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2039,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2039,29.5,,,,,,,,,PR320_57912_57910,Black,,,,,,XS,,,,,,,,,,
product_variation,2039,29.5,,,,,,,,,PR320_57912_57908,Black,,,,,,S,,,,,,,,,,
product_variation,2039,29.5,,,,,,,,,PR320_57912_57907,Black,,,,,,M,,,,,,,,,,
product_variation,2039,29.5,,,,,,,,,PR320_57912_57906,Black,,,,,,L,,,,,,,,,,
product_variation,2039,29.5,,,,,,,,,PR320_57912_57909,Black,,,,,,XL,,,,,,,,,,
product_variation,2039,29.5,,,,,,,,,PR320_57912_57911,Black,,,,,,XXL,,,,,,,,,,
product_variation,2039,29.5,,,,,,,,,PR320_57912_57905,Black,,,,,,3XL,,,,,,,,,,
product_variation,2039,29.5,,,,,,,,,PR320_57914_57910,Navy,,,,,,,,,,,,,,,,
product_variation,2039,29.5,,,,,,,,,PR320_57914_57908,Navy,,,,,,,,,,,,,,,,
product_variation,2039,29.5,,,,,,,,,PR320_57914_57907,Navy,,,,,,,,,,,,,,,,
product_variation,2039,29.5,,,,,,,,,PR320_57914_57906,Navy,,,,,,,,,,,,,,,,
product_variation,2039,29.5,,,,,,,,,PR320_57914_57909,Navy,,,,,,,,,,,,,,,,
product_variation,2039,29.5,,,,,,,,,PR320_57914_57911,Navy,,,,,,,,,,,,,,,,
product_variation,2039,29.5,,,,,,,,,PR320_57914_57905,Navy,,,,,,,,,,,,,,,,
product_variation,2039,29.5,,,,,,,,,PR320_57915_57910,Red,,,,,,,,,,,,,,,,
product_variation,2039,29.5,,,,,,,,,PR320_57915_57908,Red,,,,,,,,,,,,,,,,
product_variation,2039,29.5,,,,,,,,,PR320_57915_57907,Red,,,,,,,,,,,,,,,,
product_variation,2039,29.5,,,,,,,,,PR320_57915_57906,Red,,,,,,,,,,,,,,,,
product_variation,2039,29.5,,,,,,,,,PR320_57915_57909,Red,,,,,,,,,,,,,,,,
product_variation,2039,29.5,,,,,,,,,PR320_57915_57911,Red,,,,,,,,,,,,,,,,
product_variation,2039,29.5,,,,,,,,,PR320_57915_57905,Red,,,,,,,,,,,,,,,,
product,2040,37.52,Ladies' straight leg Iris" trouser,"100% polyester. Rechte broek voor schoonheidssalon of kuuroord. Zonder zakken, voor een flatterende snit. Ritssluiting. Brede band op de taille. Sluiting met 2 knopen. Rechte snit.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=395895&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Broek/Kuitbroek,https://media.europeancatalog.com/ws.php?act=download&mamfileid=395895&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=395896&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,
product_option,2040,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2040,,,,,,,,,,,,Size,38 NL (10 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2040,,,,,,,,,,,,Size,40 NL  (12 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2040,,,,,,,,,,,,Size,42 NL (14 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2040,,,,,,,,,,,,Size,44 NL (16 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2040,,,,,,,,,,,,Size,46 NL (18 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2040,,,,,,,,,,,,Color,Heather black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2040,,,,,,,,,,,,Color,Heather grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2040,37.52,,,,,,,,,PR536_61755_61752,Black,,,,,,38 NL (10 UK),,,,,,,,,,
product_variation,2040,37.52,,,,,,,,,PR536_61755_61751,Black,,,,,,40 NL  (12 UK),,,,,,,,,,
product_variation,2040,37.52,,,,,,,,,PR536_61755_61750,Black,,,,,,42 NL (14 UK),,,,,,,,,,
product_variation,2040,37.52,,,,,,,,,PR536_61755_61753,Black,,,,,,44 NL (16 UK),,,,,,,,,,
product_variation,2040,37.52,,,,,,,,,PR536_61755_61754,Black,,,,,,46 NL (18 UK),,,,,,,,,,
product_variation,2040,37.52,,,,,,,,,PR536_61756_61752,Heather black,,,,,,,,,,,,,,,,
product_variation,2040,37.52,,,,,,,,,PR536_61756_61751,Heather black,,,,,,,,,,,,,,,,
product_variation,2040,37.52,,,,,,,,,PR536_61756_61750,Heather black,,,,,,,,,,,,,,,,
product_variation,2040,37.52,,,,,,,,,PR536_61756_61753,Heather black,,,,,,,,,,,,,,,,
product_variation,2040,37.52,,,,,,,,,PR536_61756_61754,Heather black,,,,,,,,,,,,,,,,
product_variation,2040,37.52,,,,,,,,,PR536_61757_61752,Heather grey,,,,,,,,,,,,,,,,
product_variation,2040,37.52,,,,,,,,,PR536_61757_61751,Heather grey,,,,,,,,,,,,,,,,
product_variation,2040,37.52,,,,,,,,,PR536_61757_61750,Heather grey,,,,,,,,,,,,,,,,
product_variation,2040,37.52,,,,,,,,,PR536_61757_61753,Heather grey,,,,,,,,,,,,,,,,
product_variation,2040,37.52,,,,,,,,,PR536_61757_61754,Heather grey,,,,,,,,,,,,,,,,
product,2041,35.4,Pull On Chefs Trousers,65% polyester / 35% katoen met kleine blokjes. Elastische tailleband. Achterzak. Unisex model. Industrieel reinigen tot 85°C. Huiselijk reinigen tot 60°C.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301458&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Broek/Kuitbroek,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301458&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,
product_option,2041,,,,,,,,,,,,Color,Black / White,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2041,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2041,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2041,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2041,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2041,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2041,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2041,35.4,,,,,,,,,PR552_47631_25683,Black / White,,,,,,XS,,,,,,,,,,
product_variation,2041,35.4,,,,,,,,,PR552_47631_25670,Black / White,,,,,,S,,,,,,,,,,
product_variation,2041,35.4,,,,,,,,,PR552_47631_25671,Black / White,,,,,,M,,,,,,,,,,
product_variation,2041,35.4,,,,,,,,,PR552_47631_25672,Black / White,,,,,,L,,,,,,,,,,
product_variation,2041,35.4,,,,,,,,,PR552_47631_25673,Black / White,,,,,,XL,,,,,,,,,,
product_variation,2041,35.4,,,,,,,,,PR552_47631_25674,Black / White,,,,,,XXL,,,,,,,,,,
product,2042,31.68,Essential Chef's Trouser,65% polyester / 35% katoen twill. Eenvoudig aan te trekken dankzij een elastische tailleband met aanrijgkoordjes. Zijzakken. Unisex model. Beenlengte binnenkant: 77cm. Industrieel reinigen tot 85°C. Huiselijk reingigen tot 60°C.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268363&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Broek/Kuitbroek,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268363&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,
product_option,2042,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2042,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2042,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2042,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2042,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2042,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2042,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2042,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
