type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_variation_option_Size
product_option,2224,,,,,,,,,,,,Color,Royal,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2224,,,,,,,,,,,,Color,Sky,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2224,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2224,,,,,,,,,,,,Color,Yellow,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2224,5.18,,,,,,,,,RC005X_52529_52528,Black,,,,,,,,,,,,,,One Size
product_variation,2224,5.18,,,,,,,,,RC005X_52530_52528,Bottle,,,,,,,,,,,,,,
product_variation,2224,5.18,,,,,,,,,RC005X_52531_52528,Burgundy,,,,,,,,,,,,,,
product_variation,2224,5.18,,,,,,,,,RC005X_52532_52528,Grey,,,,,,,,,,,,,,
product_variation,2224,5.18,,,,,,,,,RC005X_52533_52528,Kelly,,,,,,,,,,,,,,
product_variation,2224,5.18,,,,,,,,,RC005X_52534_52528,Navy,,,,,,,,,,,,,,
product_variation,2224,5.18,,,,,,,,,RC005X_52535_52528,Red,,,,,,,,,,,,,,
product_variation,2224,5.18,,,,,,,,,RC005X_52536_52528,Royal,,,,,,,,,,,,,,
product_variation,2224,5.18,,,,,,,,,RC005X_52537_52528,Sky,,,,,,,,,,,,,,
product_variation,2224,5.18,,,,,,,,,RC005X_52538_52528,White,,,,,,,,,,,,,,
product_variation,2224,5.18,,,,,,,,,RC005X_52539_52528,Yellow,,,,,,,,,,,,,,
product,2225,3.34,Skimuts Woolly,"100% gebreid acryl. Grey : 50% polyester, 50% acryl.<br/>Dubbele dikte. Ontvouwbare zoom. Geschikt voor borduring.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=71264&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71264&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,2225,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2225,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2225,,,,,,,,,,,,Color,Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2225,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2225,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2225,,,,,,,,,,,,Color,Royal,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2225,3.34,,,,,,,,,RC029X_52541_52540,Black,,,,,,,,,,,,,,One Size
product_variation,2225,3.34,,,,,,,,,RC029X_52542_52540,Grey,,,,,,,,,,,,,,
product_variation,2225,3.34,,,,,,,,,RC029X_52543_52540,Navy,,,,,,,,,,,,,,
product_variation,2225,3.34,,,,,,,,,RC029X_52544_52540,Red,,,,,,,,,,,,,,
product_variation,2225,3.34,,,,,,,,,RC029X_52545_52540,Royal,,,,,,,,,,,,,,
product,2226,2.88,Muts Core Softex,100% acryl. Gevoerd breiwerk. Stijl lange muts". One size (19.5 x 30cm),https://media.europeancatalog.com/ws.php?act=download&mamfileid=391798&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391798&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391797&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391796&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391795&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391799&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,
product_option,2226,,,,,,,,,,,,Color,Azure,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2226,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2226,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2226,,,,,,,,,,,,Color,Bottle,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2226,,,,,,,,,,,,Color,Burgundy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2226,,,,,,,,,,,,Color,Charcoal,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2226,,,,,,,,,,,,Color,Dove Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2226,,,,,,,,,,,,Color,Fluorescent Orange,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2226,,,,,,,,,,,,Color,Fluorescent Yellow,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2226,,,,,,,,,,,,Color,Fuchsia,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2226,,,,,,,,,,,,Color,Lime,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2226,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2226,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2226,,,,,,,,,,,,Color,Purple,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2226,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2226,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2226,2.88,,,,,,,,,RC031X_52547_52546,Azure,,,,,,,,,,,,,,One Size
product_variation,2226,2.88,,,,,,,,,RC031X_52548_52546,Black,,,,,,,,,,,,,,
product_variation,2226,2.88,,,,,,,,,RC031X_52549_52546,Bottle,,,,,,,,,,,,,,
product_variation,2226,2.88,,,,,,,,,RC031X_52550_52546,Burgundy,,,,,,,,,,,,,,
product_variation,2226,2.88,,,,,,,,,RC031X_52552_52546,Charcoal,,,,,,,,,,,,,,
product_variation,2226,2.88,,,,,,,,,RC031X_52555_52546,Dove Grey,,,,,,,,,,,,,,
product_variation,2226,2.88,,,,,,,,,RC031X_52557_52546,Fluorescent Orange,,,,,,,,,,,,,,
product_variation,2226,2.88,,,,,,,,,RC031X_52558_52546,Fluorescent Yellow,,,,,,,,,,,,,,
product_variation,2226,2.88,,,,,,,,,RC031X_52559_52546,Fuchsia,,,,,,,,,,,,,,
product_variation,2226,2.88,,,,,,,,,RC031X_52561_52546,Lime,,,,,,,,,,,,,,
product_variation,2226,2.88,,,,,,,,,RC031X_52562_52546,Navy,,,,,,,,,,,,,,
product_variation,2226,2.88,,,,,,,,,RC031X_52564_52546,Orange,,,,,,,,,,,,,,
product_variation,2226,2.88,,,,,,,,,RC031X_52565_52546,Purple,,,,,,,,,,,,,,
product_variation,2226,2.88,,,,,,,,,RC031X_52566_52546,Red,,,,,,,,,,,,,,
product_variation,2226,2.88,,,,,,,,,RC031X_52571_52546,White,,,,,,,,,,,,,,
product,2227,11.38,Ocean trapper hat,Buitenzijde 100% polyester en binnenzijde 100% polyesterfleece. 4 panelen. Reflecterende details. Aanpasbare sluiting onder de kin met een drukknoop. Zonder etiket voor eenvoudige personalisatie.  Geschikt voor borduring en transfer. Genaaide revers voor.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71280&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Headwear & Accessoires,Hoed en accessoires,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71280&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71282&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71278&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71279&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,
product_option,2227,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2227,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2227,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2227,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2227,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2227,11.38,,,,,,,,,RC032X_52574_52573,Black,,,,,,,,,,,,,,S/M
product_variation,2227,11.38,,,,,,,,,RC032X_52574_52572,Black,,,,,,,,,,,,,,L/XL
product_variation,2227,11.38,,,,,,,,,RC032X_52575_52573,Navy,,,,,,,,,,,,,,
product_variation,2227,11.38,,,,,,,,,RC032X_52575_52572,Navy,,,,,,,,,,,,,,
product_variation,2227,11.38,,,,,,,,,RC032X_52576_52573,Red,,,,,,,,,,,,,,
product_variation,2227,11.38,,,,,,,,,RC032X_52576_52572,Red,,,,,,,,,,,,,,
product,2228,9.78,Polartherm™ cap,100% polyester met anti-pluisbehandeling. Naar binnen inklapbare oorbescherming. YKK-sluiting. Geschikt voor borduring en transfer.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71284&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71284&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71283&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,2228,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2228,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2228,,,,,,,,,,,,Color,Forest,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2228,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2228,9.78,,,,,,,,,RC036X_52578_52577,Black,,,,,,,,,,,,,,One Size
product_variation,2228,9.78,,,,,,,,,RC036X_52579_52577,Forest,,,,,,,,,,,,,,
product_variation,2228,9.78,,,,,,,,,RC036X_52580_52577,Navy,,,,,,,,,,,,,,
product,2229,7.36,Washed Fine Line Cotton Cap with Sandwich Peak,"100% twillkatoen. 6 panelen. Zachte, voorgewassen pet. Zesvoudige naad op de sandwichklep. Verluchtingsgaatjes. Verstelbare sluiting aan de achterkant met metalen gesp. Geschikt voor borduring en bedrukking.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=71287&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71287&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71288&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71286&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392518&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,
product_option,2229,,,,,,,,,,,,Color,Navy / Putty,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2229,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2229,,,,,,,,,,,,Color,Olive / Stone,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2229,,,,,,,,,,,,Color,Putty / Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2229,7.36,,,,,,,,,RC054X_52582_52581,Navy / Putty,,,,,,,,,,,,,,One Size
product_variation,2229,7.36,,,,,,,,,RC054X_52583_52581,Olive / Stone,,,,,,,,,,,,,,
product_variation,2229,7.36,,,,,,,,,RC054X_52584_52581,Putty / Navy,,,,,,,,,,,,,,
product,2230,7.36,Urban Camo Cap,"100% twillkatoen. Militaire stijl met camouflagemotief. Viervoudig stiksel op de korte, afgeronde en voorgevormde klep. Gestikte verluchtingsgaatjes. Verstelbare sluiting aan de achterkant met metalen gesp. Geschikt voor borduring.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=71289&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71289&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71290&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,2230,,,,,,,,,,,,Color,Indigo Camo,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2230,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2230,,,,,,,,,,,,Color,Olive Camo,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2230,,,,,,,,,,,,Color,Pink Camo,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2230,7.36,,,,,,,,,RC059X_52586_52585,Indigo Camo,,,,,,,,,,,,,,One Size
product_variation,2230,7.36,,,,,,,,,RC059X_52587_52585,Olive Camo,,,,,,,,,,,,,,
product_variation,2230,7.36,,,,,,,,,RC059X_52588_52585,Pink Camo,,,,,,,,,,,,,,
product,2231,9.08,Legionnaires cap,"100% polyester. 5 panelen. Lang profiel en afgeronde klep. Aanpasbaar met aanrijgkoordjes achteraan. Geen middennaden, voor eenvoudige bedrukking. Nek en oor bescherming.<br/>Geschikt voor borduring.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=71294&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71294&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,2231,,,,,,,,,,,,Color,Desert Khaki Beige,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2231,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2231,,,,,,,,,,,,Color,Olive Mash,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2231,9.08,,,,,,,,,RC069X_52596_52595,Desert Khaki Beige,,,,,,,,,,,,,,One Size
product_variation,2231,9.08,,,,,,,,,RC069X_52597_52595,Olive Mash,,,,,,,,,,,,,,
product,2232,2.3,Houston Printers Cap,100% polyester. Voorpanel zonder stiksel en met uitneembare versteviging. Voorgevormde klep met 6 overstiksels. Verluchtingsgaatjes. Klittenbandsluiting. Klep van gerecycled PU. Geschikt voor borduring en transferdruk.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71295&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71295&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71296&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,2232,,,,,,,,,,,,Color,Apple Green,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2232,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2232,,,,,,,,,,,,Color,Aqua,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2232,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2232,,,,,,,,,,,,Color,Bottle Green,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2232,,,,,,,,,,,,Color,Dove Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2232,,,,,,,,,,,,Color,Lime,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2232,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2232,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2232,,,,,,,,,,,,Color,Pink,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2232,,,,,,,,,,,,Color,Purple,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2232,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2232,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2232,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2232,,,,,,,,,,,,Color,Yellow,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2232,2.3,,,,,,,,,RC080X_49994_48411,Apple Green,,,,,,,,,,,,,,One Size
product_variation,2232,2.3,,,,,,,,,RC080X_49995_48411,Aqua,,,,,,,,,,,,,,
product_variation,2232,2.3,,,,,,,,,RC080X_48412_48411,Black,,,,,,,,,,,,,,
product_variation,2232,2.3,,,,,,,,,RC080X_49996_48411,Bottle Green,,,,,,,,,,,,,,
product_variation,2232,2.3,,,,,,,,,RC080X_49997_48411,Dove Grey,,,,,,,,,,,,,,
product_variation,2232,2.3,,,,,,,,,RC080X_48413_48411,Lime,,,,,,,,,,,,,,
product_variation,2232,2.3,,,,,,,,,RC080X_48414_48411,Navy,,,,,,,,,,,,,,
product_variation,2232,2.3,,,,,,,,,RC080X_49998_48411,Orange,,,,,,,,,,,,,,
product_variation,2232,2.3,,,,,,,,,RC080X_49999_48411,Pink,,,,,,,,,,,,,,
product_variation,2232,2.3,,,,,,,,,RC080X_50000_48411,Purple,,,,,,,,,,,,,,
product_variation,2232,2.3,,,,,,,,,RC080X_48415_48411,Red,,,,,,,,,,,,,,
product_variation,2232,2.3,,,,,,,,,RC080X_48416_48411,Royal Blue,,,,,,,,,,,,,,
product_variation,2232,2.3,,,,,,,,,RC080X_48417_48411,White,,,,,,,,,,,,,,
product_variation,2232,2.3,,,,,,,,,RC080X_50001_48411,Yellow,,,,,,,,,,,,,,
product,2233,3.56,Memphis Brushed Cotton Low Profile Cap,"100% geborsteld katoen. 6 panelen met versterkt voorpaneel, klein profiel. Gebogen klep in gerecycled PU met 6 stiksels. Verluchtingsgaatjes. Klittenbandsluiting. Uitneembaar etiket. Geschikt voor borduring en transferdruk.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=71299&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71299&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71297&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71298&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,
product_option,2233,,,,,,,,,,,,Color,Azure,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2233,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2233,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2233,,,,,,,,,,,,Color,Bottle Green,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2233,,,,,,,,,,,,Color,Burgundy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2233,,,,,,,,,,,,Color,Charcoal Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2233,,,,,,,,,,,,Color,Chocolate Brown,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2233,,,,,,,,,,,,Color,Dove Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2233,,,,,,,,,,,,Color,Emerald Green,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2233,,,,,,,,,,,,Color,Khaki Beige,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2233,,,,,,,,,,,,Color,Lime,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2233,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2233,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2233,,,,,,,,,,,,Color,Pink,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2233,,,,,,,,,,,,Color,Purple,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2233,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2233,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2233,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2233,,,,,,,,,,,,Color,Yellow,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2233,3.56,,,,,,,,,RC081X_52599_52598,Azure,,,,,,,,,,,,,,One Size
product_variation,2233,3.56,,,,,,,,,RC081X_52600_52598,Black,,,,,,,,,,,,,,
product_variation,2233,3.56,,,,,,,,,RC081X_52601_52598,Bottle Green,,,,,,,,,,,,,,
product_variation,2233,3.56,,,,,,,,,RC081X_52602_52598,Burgundy,,,,,,,,,,,,,,
product_variation,2233,3.56,,,,,,,,,RC081X_52603_52598,Charcoal Grey,,,,,,,,,,,,,,
product_variation,2233,3.56,,,,,,,,,RC081X_52604_52598,Chocolate Brown,,,,,,,,,,,,,,
product_variation,2233,3.56,,,,,,,,,RC081X_52605_52598,Dove Grey,,,,,,,,,,,,,,
product_variation,2233,3.56,,,,,,,,,RC081X_52606_52598,Emerald Green,,,,,,,,,,,,,,
product_variation,2233,3.56,,,,,,,,,RC081X_52607_52598,Khaki Beige,,,,,,,,,,,,,,
product_variation,2233,3.56,,,,,,,,,RC081X_52608_52598,Lime,,,,,,,,,,,,,,
product_variation,2233,3.56,,,,,,,,,RC081X_52609_52598,Navy,,,,,,,,,,,,,,
product_variation,2233,3.56,,,,,,,,,RC081X_52610_52598,Orange,,,,,,,,,,,,,,
product_variation,2233,3.56,,,,,,,,,RC081X_52611_52598,Pink,,,,,,,,,,,,,,
product_variation,2233,3.56,,,,,,,,,RC081X_52612_52598,Purple,,,,,,,,,,,,,,
product_variation,2233,3.56,,,,,,,,,RC081X_52613_52598,Red,,,,,,,,,,,,,,
product_variation,2233,3.56,,,,,,,,,RC081X_52614_52598,Royal Blue,,,,,,,,,,,,,,
product_variation,2233,3.56,,,,,,,,,RC081X_52615_52598,White,,,,,,,,,,,,,,
product_variation,2233,3.56,,,,,,,,,RC081X_52616_52598,Yellow,,,,,,,,,,,,,,
product,2234,3.8,Bronx Original Flat Peak Snapback Dual Colour Cap,"100% twillacryl met binnenzijde in 100% katoen. 6 panelen met stevig voorpaneel. Klep in gerecycled PU, plat met 6 naden. Klep, knoop en verluchtingsgaatjes in een contrastkleur. Genaaide verluchtingsgaatjes en knopen. Verstelbare druksluiting van plastic. Uitneembaar etiket. Geschikt voor borduring.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=394270&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394270&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392516&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392517&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392515&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71310&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,
product_option,2234,,,,,,,,,,,,Color,Black / Azure,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2234,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2234,,,,,,,,,,,,Color,Black / Lime,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2234,,,,,,,,,,,,Color,Black / Purple,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2234,,,,,,,,,,,,Color,Black / Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2234,,,,,,,,,,,,Color,Heather Grey / Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2234,,,,,,,,,,,,Color,White / Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2234,3.8,,,,,,,,,RC082X_52618_52617,Black / Azure,,,,,,,,,,,,,,One Size
product_variation,2234,3.8,,,,,,,,,RC082X_52619_52617,Black / Lime,,,,,,,,,,,,,,
product_variation,2234,3.8,,,,,,,,,RC082X_52620_52617,Black / Purple,,,,,,,,,,,,,,
product_variation,2234,3.8,,,,,,,,,RC082X_52621_52617,Black / Red,,,,,,,,,,,,,,
product_variation,2234,3.8,,,,,,,,,RC082X_52622_52617,Heather Grey / Black,,,,,,,,,,,,,,
product_variation,2234,3.8,,,,,,,,,RC082X_52623_52617,White / Black,,,,,,,,,,,,,,
product,2235,3.8,Bronx Original Flat Peak Snapback Cap,"100% twillacryl met binnenzijde in 100% katoen. 6 panelen met stevig voorpaneel. Klep in gerecycled PU, plat met 6 naden. Genaaide verluchtingsgaatjes. Verstelbare druksluiting van plastic. Uitneembaar etiket. Geschikt voor borduring en transferdruk.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=391809&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391809&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391794&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,2235,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2235,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2235,,,,,,,,,,,,Color,Emerald Green,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2235,,,,,,,,,,,,Color,Heather Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2235,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2235,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2235,,,,,,,,,,,,Color,Sapphire Blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2235,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,
