type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_variation_option_Size
product_option,1294,,,,,,,,,,,,,,,,,Color,Praline Rose,RADIOBUTTONS,TRUE,,,,,
product_option,1294,,,,,,,,,,,,,,,,,Color,Red / Navy checked,RADIOBUTTONS,TRUE,,,,,
product_option,1294,,,,,,,,,,,,,,,,,Color,Steel Grey,RADIOBUTTONS,TRUE,,,,,
product_option,1294,,,,,,,,,,,,,,,,,Color,Storm Grey / Navy checked,RADIOBUTTONS,TRUE,,,,,
product_variation,1294,34.94,,,,,,,,,,,,,,KP431_82078_60447,Beige,,,,,,,,,One Size
product_variation,1294,34.94,,,,,,,,,,,,,,KP431_80713_60447,Cherry Red,,,,,,,,,
product_variation,1294,34.94,,,,,,,,,,,,,,KP431_60448_60447,Night Navy,,,,,,,,,
product_variation,1294,34.94,,,,,,,,,,,,,,KP431_82079_60447,Praline Rose,,,,,,,,,
product_variation,1294,34.94,,,,,,,,,,,,,,KP431_80714_60447,Red / Navy checked,,,,,,,,,
product_variation,1294,34.94,,,,,,,,,,,,,,KP431_60449_60447,Steel Grey,,,,,,,,,
product_variation,1294,34.94,,,,,,,,,,,,,,KP431_80715_60447,Storm Grey / Navy checked,,,,,,,,,
product,1295,3.3,Gebreide Muts,"100% acryl. Gebreide muts. Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=418190&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=418190&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=418189&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,1295,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1295,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,1295,,,,,,,,,,,,,,,,,Color,Chocolate,RADIOBUTTONS,TRUE,,,,,
product_option,1295,,,,,,,,,,,,,,,,,Color,Fluorescent Orange,RADIOBUTTONS,TRUE,,,,,
product_option,1295,,,,,,,,,,,,,,,,,Color,Fluorescent Yellow,RADIOBUTTONS,TRUE,,,,,
product_option,1295,,,,,,,,,,,,,,,,,Color,Forest Green,RADIOBUTTONS,TRUE,,,,,
product_option,1295,,,,,,,,,,,,,,,,,Color,Grey,RADIOBUTTONS,TRUE,,,,,
product_option,1295,,,,,,,,,,,,,,,,,Color,Light Grey,RADIOBUTTONS,TRUE,,,,,
product_option,1295,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,
product_option,1295,,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,
product_option,1295,,,,,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,
product_option,1295,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,
product_variation,1295,3.3,,,,,,,,,,,,,,KP513_46996_46995,Black,,,,,,,,,One Size
product_variation,1295,3.3,,,,,,,,,,,,,,KP513_46997_46995,Chocolate,,,,,,,,,
product_variation,1295,3.56,,,,,,,,,,,,,,KP513CC_49486_49485,Fluorescent Orange,,,,,,,,,
product_variation,1295,3.56,,,,,,,,,,,,,,KP513CC_49487_49485,Fluorescent Yellow,,,,,,,,,
product_variation,1295,3.3,,,,,,,,,,,,,,KP513_54609_46995,Forest Green,,,,,,,,,
product_variation,1295,3.3,,,,,,,,,,,,,,KP513_46998_46995,Grey,,,,,,,,,
product_variation,1295,3.3,,,,,,,,,,,,,,KP513_46999_46995,Light Grey,,,,,,,,,
product_variation,1295,3.3,,,,,,,,,,,,,,KP513_47001_46995,Navy,,,,,,,,,
product_variation,1295,3.3,,,,,,,,,,,,,,KP513_47002_46995,Red,,,,,,,,,
product_variation,1295,3.3,,,,,,,,,,,,,,KP513_47003_46995,Royal Blue,,,,,,,,,
product_variation,1295,3.3,,,,,,,,,,,,,,KP513_48636_46995,White,,,,,,,,,
product,1296,7.86,Rendier kerstmuts,"100% acryl, 100% polyester rand. Muts met fantasieprint van rendieren.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=214014&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214014&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214013&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262526&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262527&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262525&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,
product_option,1296,,,,,,,,,,,,,,,,,Color,Cherry Red / Natural,RADIOBUTTONS,TRUE,,,,,
product_option,1296,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,1296,,,,,,,,,,,,,,,,,Color,Natural / Night Navy,RADIOBUTTONS,TRUE,,,,,
product_option,1296,,,,,,,,,,,,,,,,,Color,Night Navy / Natural,RADIOBUTTONS,TRUE,,,,,
product_variation,1296,7.86,,,,,,,,,,,,,,KP512_63083_63082,Cherry Red / Natural,,,,,,,,,One Size
product_variation,1296,7.86,,,,,,,,,,,,,,KP512_63084_63082,Natural / Night Navy,,,,,,,,,
product_variation,1296,7.86,,,,,,,,,,,,,,KP512_63085_63082,Night Navy / Natural,,,,,,,,,
product,1297,4.1,Bivakmuts,92% polyester / 8% elasthan. Ideaal om onder een helm te gebruiken.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214018&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Handschoenen,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214018&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=302376&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,1297,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1297,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_variation,1297,4.1,,,,,,,,,,,,,,KP433_63073_63072,Black,,,,,,,,,One Size
product,1298,7.74,Sjaal met franjes,100% acryl. Geweven sjaal met franjes. Voelt zacht en licht aan.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214016&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Kledingaccessoires,Sjaal,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214016&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214017&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262530&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262529&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262528&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,
product_option,1298,,,,,,,,,,,,,,,,,Color,Dark Grey / Natural,RADIOBUTTONS,TRUE,,,,,
product_option,1298,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,1298,,,,,,,,,,,,,,,,,Color,Navy / Natural,RADIOBUTTONS,TRUE,,,,,
product_option,1298,,,,,,,,,,,,,,,,,Color,Wine / Natural,RADIOBUTTONS,TRUE,,,,,
product_variation,1298,7.74,,,,,,,,,,,,,,KP434_63077_63074,Dark Grey / Natural,,,,,,,,,One Size
product_variation,1298,7.74,,,,,,,,,,,,,,KP434_63075_63074,Navy / Natural,,,,,,,,,
product_variation,1298,7.74,,,,,,,,,,,,,,KP434_63076_63074,Wine / Natural,,,,,,,,,
product,1299,9.64,Gebreide sjaal,"100% acryl. Gebreide sjaal. Past perfect bij de muts KP549, in dezelfde kleur en hetzelfde materiaal.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=214015&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Kledingaccessoires,Sjaal,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214015&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262545&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262544&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,1299,,,,,,,,,,,,,,,,,Color,Alloy Grey Heather,RADIOBUTTONS,TRUE,,,,,
product_option,1299,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,1299,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1299,,,,,,,,,,,,,,,,,Color,Dress Blue,RADIOBUTTONS,TRUE,,,,,
product_variation,1299,9.64,,,,,,,,,,,,,,KP435_63079_63078,Alloy Grey Heather,,,,,,,,,One Size
product_variation,1299,9.64,,,,,,,,,,,,,,KP435_63081_63078,Black,,,,,,,,,
product_variation,1299,9.64,,,,,,,,,,,,,,KP435_63080_63078,Dress Blue,,,,,,,,,
product,1300,7.9,Cap met transparante visor,"100%. katoen. 100% katoen sergé. Cap met 6 panelen. Verstelbare sluiting door middel van een klittenband. De cap wordt geleverd met een halfharde, transparante, afneembare en op te heffen gelaatsscherm van thermoplastisch polyurethaan, ideaal als extra bescherming. Het gelaatsscherm is flexibel, licht en herbruikbaar. Het kan ook gedragen worden met een bril. Het kan worden gewassen met zeep of andere handwasproducten. Het neemt deel aan de strijd om te beschermen tegen druppels en projecties maar vervangt niet de barrièremaatregelen en de regels van de sociale afstand die essentieel zijn voor de strijd tegen de verspreiding van infecties, met name virale infecties van het type Covid-19. Deze cap is geen persoonlijk beschermingsmiddel  (PBM) en is geen vervanging daarvan.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=173336&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=173336&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214313&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214312&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214311&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,1300,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1300,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,1300,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,
product_option,1300,,,,,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,
product_option,1300,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,
product_variation,1300,7.9,,,,,,,,,,,,,,KP199_67146_67145,Black,,,,,,,,,One Size
product_variation,1300,7.9,,,,,,,,,,,,,,KP199_67147_67145,Navy,,,,,,,,,
product_variation,1300,7.9,,,,,,,,,,,,,,KP199_67148_67145,Royal Blue,,,,,,,,,
product_variation,1300,7.9,,,,,,,,,,,,,,KP199_67149_67145,White,,,,,,,,,
