type,product_internal_id,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_variation_sku,product_price,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Color,Bottle Green,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Color,Cobalt Blue,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Color,Fire Red,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Color,Heather Grey,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Color,Millennial Lilac,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Color,Millennial Mint,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Color,Navy Blue,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Color,Orchid Green,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Color,Orchid Pink,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Color,Radiant Purple,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Color,Sky Blue,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Color,Solar Yellow,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Color,Sorbet,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Color,Urban Khaki,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Color,Urban Orange,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Color,Very Turquoise,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,xDVmtIPHYKuRbwSg,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56256_56252,14.1,Black,XS,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56256_56248,14.1,Black,S,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56256_56247,14.1,Black,M,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56256_56245,14.1,Black,L,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56256_56251,14.1,Black,XL,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56256_56255,14.1,Black,XXL,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56257_56252,14.1,Bottle Green,XS,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56257_56248,14.1,Bottle Green,S,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56257_56247,14.1,Bottle Green,M,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56257_56245,14.1,Bottle Green,L,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56257_56251,14.1,Bottle Green,XL,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56257_56255,14.1,Bottle Green,XXL,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56258_56252,14.1,Cobalt Blue,XS,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56258_56248,14.1,Cobalt Blue,S,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56258_56247,14.1,Cobalt Blue,M,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56258_56245,14.1,Cobalt Blue,L,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56258_56251,14.1,Cobalt Blue,XL,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56258_56255,14.1,Cobalt Blue,XXL,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56259_56252,14.1,Dark Grey,XS,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56259_56248,14.1,Dark Grey,S,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56259_56247,14.1,Dark Grey,M,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56259_56245,14.1,Dark Grey,L,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56259_56251,14.1,Dark Grey,XL,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56259_56255,14.1,Dark Grey,XXL,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56260_56252,14.1,Fire Red,XS,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56260_56248,14.1,Fire Red,S,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56260_56247,14.1,Fire Red,M,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56260_56245,14.1,Fire Red,L,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56260_56251,14.1,Fire Red,XL,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56260_56255,14.1,Fire Red,XXL,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56261_56252,14.1,Heather Grey,XS,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56261_56248,14.1,Heather Grey,S,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56261_56247,14.1,Heather Grey,M,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56261_56245,14.1,Heather Grey,L,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56261_56251,14.1,Heather Grey,XL,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56261_56255,14.1,Heather Grey,XXL,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56262_56252,14.1,Millennial Lilac,XS,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56262_56248,14.1,Millennial Lilac,S,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56262_56247,14.1,Millennial Lilac,M,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56262_56245,14.1,Millennial Lilac,L,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56262_56251,14.1,Millennial Lilac,XL,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56262_56255,14.1,Millennial Lilac,XXL,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56263_56252,14.1,Millennial Mint,XS,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56263_56248,14.1,Millennial Mint,S,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56263_56247,14.1,Millennial Mint,M,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56263_56245,14.1,Millennial Mint,L,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56263_56251,14.1,Millennial Mint,XL,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56263_56255,14.1,Millennial Mint,XXL,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56272_56252,14.1,Navy Blue,XS,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56272_56248,14.1,Navy Blue,S,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56272_56247,14.1,Navy Blue,M,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56272_56245,14.1,Navy Blue,L,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56272_56251,14.1,Navy Blue,XL,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56272_56255,14.1,Navy Blue,XXL,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56264_56252,14.1,Orange,XS,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56264_56248,14.1,Orange,S,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56264_56247,14.1,Orange,M,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56264_56245,14.1,Orange,L,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56264_56251,14.1,Orange,XL,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56264_56255,14.1,Orange,XXL,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56265_56252,14.1,Orchid Green,XS,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56265_56248,14.1,Orchid Green,S,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56265_56247,14.1,Orchid Green,M,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56265_56245,14.1,Orchid Green,L,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56265_56251,14.1,Orchid Green,XL,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56265_56255,14.1,Orchid Green,XXL,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56266_56252,14.1,Orchid Pink,XS,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56266_56248,14.1,Orchid Pink,S,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56266_56247,14.1,Orchid Pink,M,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56266_56245,14.1,Orchid Pink,L,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56266_56251,14.1,Orchid Pink,XL,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56266_56255,14.1,Orchid Pink,XXL,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56267_56252,14.1,Radiant Purple,XS,,,,,,,,,,,
product_variation,xDVmtIPHYKuRbwSg,,,,,,,,,,CGPW440C_56267_56248,14.1,Radiant Purple,S,,,,,,,,,,,
