type,product_internal_id,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_variation_sku,product_price,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15
product_option,LXFol50ZMPPaSVpW,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,LXFol50ZMPPaSVpW,,,,,,,,,,,,,,,,Color,Olive Camouflage,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,LXFol50ZMPPaSVpW,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,LXFol50ZMPPaSVpW,,,,,,,,,,,,KI0617_46915_46914,20.74,Black,One Size,,,,,,,,,,,,,,
product_variation,LXFol50ZMPPaSVpW,,,,,,,,,,,,KI0617_46916_46914,20.74,Black / Fuchsia,One Size,,,,,,,,,,,,,,
product_variation,LXFol50ZMPPaSVpW,,,,,,,,,,,,KI0617_46918_46914,20.74,Dark Grey / Burnt Lime,One Size,,,,,,,,,,,,,,
product_variation,LXFol50ZMPPaSVpW,,,,,,,,,,,,KI0617_46920_46914,20.74,Dark Grey / Royal Blue,One Size,,,,,,,,,,,,,,
product_variation,LXFol50ZMPPaSVpW,,,,,,,,,,,,KI0617_46922_46914,20.74,Navy,One Size,,,,,,,,,,,,,,
product_variation,LXFol50ZMPPaSVpW,,,,,,,,,,,,KI0617_46921_46914,20.74,Navy / Light Grey,One Size,,,,,,,,,,,,,,
product_variation,LXFol50ZMPPaSVpW,,,,,,,,,,,,KI0617_46923_46914,20.74,Navy / Yellow,One Size,,,,,,,,,,,,,,
product_variation,LXFol50ZMPPaSVpW,,,,,,,,,,,,KI0617CC_62895_62894,20.74,Olive Camouflage,One Size,,,,,,,,,,,,,,
product,zGQqaeFBJEFrKI2a,Teamsporttas,"Teamsporttas van 600D polyester met sterke bodem. Volledig rondom ritssluiting, afneembare gewateerde schouderband, grote zijvakken, vak in mesh.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67812&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67812&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67813&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,
product_option,zGQqaeFBJEFrKI2a,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,zGQqaeFBJEFrKI2a,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,zGQqaeFBJEFrKI2a,,,,,,,,,,,,,,,,Color,Black / Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,zGQqaeFBJEFrKI2a,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,zGQqaeFBJEFrKI2a,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,zGQqaeFBJEFrKI2a,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,zGQqaeFBJEFrKI2a,,,,,,,,,,,,KI0618_47275_47274,38.34,Black,One Size,,,,,,,,,,,,,,
product_variation,zGQqaeFBJEFrKI2a,,,,,,,,,,,,KI0618_47276_47274,38.34,Black / Red,One Size,,,,,,,,,,,,,,
product_variation,zGQqaeFBJEFrKI2a,,,,,,,,,,,,KI0618_47278_47274,38.34,Navy,One Size,,,,,,,,,,,,,,
product,fk5lA5PFMW9TSx08,Reistas,"Volledig waterdichte reistas van PVC zeildoek. Rolsluiting met banden, ideaal voor aan zee of op de motor.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67823&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67823&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67825&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67824&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,
product_option,fk5lA5PFMW9TSx08,,,,,,,,,,,,,,,,Color,Navy / White,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,fk5lA5PFMW9TSx08,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,fk5lA5PFMW9TSx08,,,,,,,,,,,,KI0625_49218_49217,32.66,Navy / White,One Size,,,,,,,,,,,,,,
product,Bxy3g7CHO7HIFggB,Katoenen tas met koord in marinestijl,Marinetas van canvaskatoen met riemen van dik koord en sluiting.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67831&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67831&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,,
product_option,Bxy3g7CHO7HIFggB,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,Bxy3g7CHO7HIFggB,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,Bxy3g7CHO7HIFggB,,,,,,,,,,,,,,,,Color,Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,Bxy3g7CHO7HIFggB,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,Bxy3g7CHO7HIFggB,,,,,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,Bxy3g7CHO7HIFggB,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,Bxy3g7CHO7HIFggB,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,Bxy3g7CHO7HIFggB,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,Bxy3g7CHO7HIFggB,,,,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,Bxy3g7CHO7HIFggB,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,Bxy3g7CHO7HIFggB,,,,,,,,,,,,,,,,Color,Vintage Khaki,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,Bxy3g7CHO7HIFggB,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,Bxy3g7CHO7HIFggB,,,,,,,,,,,,KI0629_54110_54107,9.9,Black,One Size,,,,,,,,,,,,,,
product_variation,Bxy3g7CHO7HIFggB,,,,,,,,,,,,KI0629_54111_54107,9.9,Grey,One Size,,,,,,,,,,,,,,
product_variation,Bxy3g7CHO7HIFggB,,,,,,,,,,,,KI0629N_54112_54108,8.66,Natural,One Size,,,,,,,,,,,,,,
product_variation,Bxy3g7CHO7HIFggB,,,,,,,,,,,,KI0629_54113_54107,9.9,Navy,One Size,,,,,,,,,,,,,,
product_variation,Bxy3g7CHO7HIFggB,,,,,,,,,,,,KI0629_54114_54107,9.9,Royal Blue,One Size,,,,,,,,,,,,,,
product_variation,Bxy3g7CHO7HIFggB,,,,,,,,,,,,KI0629_54109_54107,9.9,Vintage Khaki,One Size,,,,,,,,,,,,,,
product,oz40026ejmAcsjFZ,Reistas van katoencanvas,"Reistas van katoencanvas, hengsels van de schouderband in polykatoen, ritssluiting. Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ  1164/1 IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67836&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67836&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67835&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=331307&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,
product_option,oz40026ejmAcsjFZ,,,,,,,,,,,,,,,,Color,Arandano Red / Natural,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,oz40026ejmAcsjFZ,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,oz40026ejmAcsjFZ,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,oz40026ejmAcsjFZ,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,oz40026ejmAcsjFZ,,,,,,,,,,,,,,,,Color,Cumin Yellow / Natural,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,oz40026ejmAcsjFZ,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,oz40026ejmAcsjFZ,,,,,,,,,,,,,,,,Color,Dark Khaki / Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,oz40026ejmAcsjFZ,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,oz40026ejmAcsjFZ,,,,,,,,,,,,,,,,Color,Grey / Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,oz40026ejmAcsjFZ,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,oz40026ejmAcsjFZ,,,,,,,,,,,,,,,,Color,Natural / Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,oz40026ejmAcsjFZ,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,oz40026ejmAcsjFZ,,,,,,,,,,,,,,,,Color,Natural / Striped Reflex Blue / White / French Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,oz40026ejmAcsjFZ,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,oz40026ejmAcsjFZ,,,,,,,,,,,,,,,,Color,Navy / Off White,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,oz40026ejmAcsjFZ,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,oz40026ejmAcsjFZ,,,,,,,,,,,,,,,,Color,Sage / Natural,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,oz40026ejmAcsjFZ,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,oz40026ejmAcsjFZ,,,,,,,,,,,,,,,,Color,Snow Grey / Natural,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,oz40026ejmAcsjFZ,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,oz40026ejmAcsjFZ,,,,,,,,,,,,KI0632_76948_54115,11.04,Arandano Red / Natural,One Size,,,,,,,,,,,,,,
product_variation,oz40026ejmAcsjFZ,,,,,,,,,,,,KI0632_54117_54115,11.04,Black,One Size,,,,,,,,,,,,,,
product_variation,oz40026ejmAcsjFZ,,,,,,,,,,,,KI0632_76949_54115,11.04,Cumin Yellow / Natural,One Size,,,,,,,,,,,,,,
product_variation,oz40026ejmAcsjFZ,,,,,,,,,,,,KI0632_76950_54115,11.04,Dark Khaki / Black,One Size,,,,,,,,,,,,,,
product_variation,oz40026ejmAcsjFZ,,,,,,,,,,,,KI0632_54118_54115,11.04,Grey / Black,One Size,,,,,,,,,,,,,,
product_variation,oz40026ejmAcsjFZ,,,,,,,,,,,,KI0632N_54119_54116,8.66,Natural / Black,One Size,,,,,,,,,,,,,,
product_variation,oz40026ejmAcsjFZ,,,,,,,,,,,,KI0632_62899_54115,11.04,Natural / Striped Reflex Blue / White / French Red,One Size,,,,,,,,,,,,,,
product_variation,oz40026ejmAcsjFZ,,,,,,,,,,,,KI0632_62900_54115,11.04,Navy / Off White,One Size,,,,,,,,,,,,,,
product_variation,oz40026ejmAcsjFZ,,,,,,,,,,,,KI0632_76952_54115,11.04,Sage / Natural,One Size,,,,,,,,,,,,,,
product_variation,oz40026ejmAcsjFZ,,,,,,,,,,,,KI0632_76953_54115,11.04,Snow Grey / Natural,One Size,,,,,,,,,,,,,,
product,2YNgk1JuZARF8JAS,Cilindervormige reistas,"Tas van polyester 600D. Buisvormig. Ritszakje aan de zijkant, Verstelbare schouderriem.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67840&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67840&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67838&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67839&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=168934&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,
product_option,2YNgk1JuZARF8JAS,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2YNgk1JuZARF8JAS,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2YNgk1JuZARF8JAS,,,,,,,,,,,,,,,,Color,Burnt Lime / Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2YNgk1JuZARF8JAS,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2YNgk1JuZARF8JAS,,,,,,,,,,,,,,,,Color,Light Grey / Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2YNgk1JuZARF8JAS,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2YNgk1JuZARF8JAS,,,,,,,,,,,,,,,,Color,Navy / Natural White,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2YNgk1JuZARF8JAS,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2YNgk1JuZARF8JAS,,,,,,,,,,,,,,,,Color,Olive Camouflage,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2YNgk1JuZARF8JAS,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2YNgk1JuZARF8JAS,,,,,,,,,,,,,,,,Color,Red / Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2YNgk1JuZARF8JAS,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2YNgk1JuZARF8JAS,,,,,,,,,,,,,,,,Color,Royal Blue / Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2YNgk1JuZARF8JAS,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2YNgk1JuZARF8JAS,,,,,,,,,,,,KI0633_54122_54121,13.34,Black,One Size,,,,,,,,,,,,,,
product_variation,2YNgk1JuZARF8JAS,,,,,,,,,,,,KI0633_54123_54121,13.34,Burnt Lime / Dark Grey,One Size,,,,,,,,,,,,,,
product_variation,2YNgk1JuZARF8JAS,,,,,,,,,,,,KI0633_54124_54121,13.34,Light Grey / Black,One Size,,,,,,,,,,,,,,
product_variation,2YNgk1JuZARF8JAS,,,,,,,,,,,,KI0633N_54125_54120,14.84,Navy / Natural White,One Size,,,,,,,,,,,,,,
product_variation,2YNgk1JuZARF8JAS,,,,,,,,,,,,KI0633CC_62902_62901,13.34,Olive Camouflage,One Size,,,,,,,,,,,,,,
product_variation,2YNgk1JuZARF8JAS,,,,,,,,,,,,KI0633_54126_54121,13.34,Red / Black,One Size,,,,,,,,,,,,,,
product_variation,2YNgk1JuZARF8JAS,,,,,,,,,,,,KI0633_54127_54121,13.34,Royal Blue / Black,One Size,,,,,,,,,,,,,,
product,5SP5YcOfu5u24BDG,Waterdichte reistas,"Waterdichte reistas van polyvinylchloride (pvc). Aan de voorkant een 100% waterdichte zak. Afneembare schouderband. Perfect voor watersporten, op zee of voor uitstapjes met de motor.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=250035&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=250035&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=250037&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=250036&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,
product_option,5SP5YcOfu5u24BDG,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,5SP5YcOfu5u24BDG,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,5SP5YcOfu5u24BDG,,,,,,,,,,,,KI0638_60300_60298,29.5,Black,One Size,,,,,,,,,,,,,,
product,VVSgTdLOuEBFf33v,Waterdichte tas van 2 liter,"Waterdichte tas van 2 liter van polyvinylchloride (pvc). Rolsluiting. Perfect voor watersporten, op zee of voor uitstapjes met de motor.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=278673&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=278673&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=278672&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210745&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,
product_option,VVSgTdLOuEBFf33v,,,,,,,,,,,,,,,,Color,Yellow,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,VVSgTdLOuEBFf33v,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,VVSgTdLOuEBFf33v,,,,,,,,,,,,KI0643_60302_60301,10.74,Yellow,One Size,,,,,,,,,,,,,,
product,Zxxqg9RqZcNiZyBg,Waterdichte tas van 5 liter,"Waterdichte tas van 5 liter van polyvinylchloride (pvc). Rolsluiting. Afneembare schouderband. Perfect voor watersporten, op zee of voor uitstapjes met de motor.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=210742&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210742&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210741&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210740&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210744&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,
product_option,Zxxqg9RqZcNiZyBg,,,,,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,Zxxqg9RqZcNiZyBg,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,Zxxqg9RqZcNiZyBg,,,,,,,,,,,,KI0644_60304_60303,12.86,Orange,One Size,,,,,,,,,,,,,,
product,diBvc9soMB6F4ykB,Waterdichte tas van 10 liter,"Waterdichte tas van 10 liter van polyvinylchloride (pvc). Rolsluiting. Afneembare schouderband. Perfect voor watersporten, op zee of voor uitstapjes met de motor.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=210739&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210739&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210737&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210736&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210738&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,
product_option,diBvc9soMB6F4ykB,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,diBvc9soMB6F4ykB,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,diBvc9soMB6F4ykB,,,,,,,,,,,,KI0645_60306_60305,15.74,Red,One Size,,,,,,,,,,,,,,
product,EXgRECntg1sV3gOj,Waterdichte tas van 15 liter,"Waterdichte tas van 15 liter van polyvinylchloride (pvc). Rolsluiting. Afneembare schouderband. <br/> Perfect voor watersporten, op zee of voor uitstapjes met de motor.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=206464&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=206464&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210734&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210733&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210735&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,
product_option,EXgRECntg1sV3gOj,,,,,,,,,,,,,,,,Color,Aqua Blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,EXgRECntg1sV3gOj,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,EXgRECntg1sV3gOj,,,,,,,,,,,,KI0646_60308_60307,18.16,Aqua Blue,One Size,,,,,,,,,,,,,,
product,bf2wRbx9KUIfQT3l,Waterdichte tas van 20 liter,"Waterdichte tas van 20 liter van polyvinylchloride (pvc). Rolsluiting. Afneembare schouderband. Perfect voor watersporten, op zee of voor uitstapjes met de motor.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=210731&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210731&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210730&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,
product_option,bf2wRbx9KUIfQT3l,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,bf2wRbx9KUIfQT3l,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,bf2wRbx9KUIfQT3l,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,bf2wRbx9KUIfQT3l,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,bf2wRbx9KUIfQT3l,,,,,,,,,,,,,,,,Color,Yellow,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,bf2wRbx9KUIfQT3l,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,bf2wRbx9KUIfQT3l,,,,,,,,,,,,KI0647_60310_60309,20.06,Black,One Size,,,,,,,,,,,,,,
product_variation,bf2wRbx9KUIfQT3l,,,,,,,,,,,,KI0647_80415_60309,20.06,Red,One Size,,,,,,,,,,,,,,
product_variation,bf2wRbx9KUIfQT3l,,,,,,,,,,,,KI0647_80416_60309,20.06,Yellow,One Size,,,,,,,,,,,,,,
product,fwWszjv1cpkkiBck,Toilettas,"Toilettas van 600D polyester, bestaande uit gerecycled polyester. Overslag met vak met ritssluiting, meerdere opbergvakjes aan de binnenkant van mesh, ophanghaak.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67857&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67857&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67858&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67856&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,
product_option,fwWszjv1cpkkiBck,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,fwWszjv1cpkkiBck,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,fwWszjv1cpkkiBck,,,,,,,,,,,,KI0706_37776_37775,11.8,Black,One Size,,,,,,,,,,,,,,
product,2yDZevFEXpmc1Fl9,Toilettas,Canvas katoenen toilettas met coating. De coating beschermt en zorgt dat deze eenvoudig schoon te maken.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67861&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67861&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67862&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,
product_option,2yDZevFEXpmc1Fl9,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2yDZevFEXpmc1Fl9,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2yDZevFEXpmc1Fl9,,,,,,,,,,,,,,,,Color,Burnt Lime,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2yDZevFEXpmc1Fl9,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
