type,product_internal_id,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_variation_sku,product_price,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8
product_variation,LQy0qlQUNiJ4TxGk,,,,,,,SC61432C_65076_62101,5.86,Royal Blue,S,,,,,,,,,,,,
product_variation,LQy0qlQUNiJ4TxGk,,,,,,,SC61432C_65076_62100,5.86,Royal Blue,M,,,,,,,,,,,,
product_variation,LQy0qlQUNiJ4TxGk,,,,,,,SC61432C_65076_62099,5.86,Royal Blue,L,,,,,,,,,,,,
product_variation,LQy0qlQUNiJ4TxGk,,,,,,,SC61432C_65076_62102,5.86,Royal Blue,XL,,,,,,,,,,,,
product_variation,LQy0qlQUNiJ4TxGk,,,,,,,SC61432C_65076_62104,5.86,Royal Blue,XXL,,,,,,,,,,,,
product_variation,LQy0qlQUNiJ4TxGk,,,,,,,SC61432C_82736_62103,5.86,Soft Lavander,XS,,,,,,,,,,,,
product_variation,LQy0qlQUNiJ4TxGk,,,,,,,SC61432C_82736_62101,5.86,Soft Lavander,S,,,,,,,,,,,,
product_variation,LQy0qlQUNiJ4TxGk,,,,,,,SC61432C_82736_62100,5.86,Soft Lavander,M,,,,,,,,,,,,
product_variation,LQy0qlQUNiJ4TxGk,,,,,,,SC61432C_82736_62099,5.86,Soft Lavander,L,,,,,,,,,,,,
product_variation,LQy0qlQUNiJ4TxGk,,,,,,,SC61432C_82736_62102,5.86,Soft Lavander,XL,,,,,,,,,,,,
product_variation,LQy0qlQUNiJ4TxGk,,,,,,,SC61432C_82736_62104,5.86,Soft Lavander,XXL,,,,,,,,,,,,
product_variation,LQy0qlQUNiJ4TxGk,,,,,,,SC61432C_65077_62103,5.86,Sunflower,XS,,,,,,,,,,,,
product_variation,LQy0qlQUNiJ4TxGk,,,,,,,SC61432C_65077_62101,5.86,Sunflower,S,,,,,,,,,,,,
product_variation,LQy0qlQUNiJ4TxGk,,,,,,,SC61432C_65077_62100,5.86,Sunflower,M,,,,,,,,,,,,
product_variation,LQy0qlQUNiJ4TxGk,,,,,,,SC61432C_65077_62099,5.86,Sunflower,L,,,,,,,,,,,,
product_variation,LQy0qlQUNiJ4TxGk,,,,,,,SC61432C_65077_62102,5.86,Sunflower,XL,,,,,,,,,,,,
product_variation,LQy0qlQUNiJ4TxGk,,,,,,,SC61432C_65077_62104,5.86,Sunflower,XXL,,,,,,,,,,,,
product_variation,LQy0qlQUNiJ4TxGk,,,,,,,SC61432_62537_62535,4.78,White,XS,,,,,,,,,,,,
product_variation,LQy0qlQUNiJ4TxGk,,,,,,,SC61432_62537_62533,4.78,White,S,,,,,,,,,,,,
product_variation,LQy0qlQUNiJ4TxGk,,,,,,,SC61432_62537_62532,4.78,White,M,,,,,,,,,,,,
product_variation,LQy0qlQUNiJ4TxGk,,,,,,,SC61432_62537_62531,4.78,White,L,,,,,,,,,,,,
product_variation,LQy0qlQUNiJ4TxGk,,,,,,,SC61432_62537_62534,4.78,White,XL,,,,,,,,,,,,
product_variation,LQy0qlQUNiJ4TxGk,,,,,,,SC61432_62537_62536,4.78,White,XXL,,,,,,,,,,,,
product,BgoH6OPMtUsMYXYt,Kids Raglan Sweat (62-039-0),"80% katoen  / 20% polyester. Toon op toon nektape. Mouwuiteinden en onderkant in rib katoen / Lycra®. Raglan mouwen. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5295, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=275840&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Fruit of the Loom,Kleding,Sweatshirt,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=275840&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,
product_option,BgoH6OPMtUsMYXYt,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,BgoH6OPMtUsMYXYt,,,,,,,,,,,Size,3/4 Y (3/4 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,BgoH6OPMtUsMYXYt,,,,,,,,,,,Size,5/6 Y (5/6 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,BgoH6OPMtUsMYXYt,,,,,,,,,,,Size,7/8 Y (7/8 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,BgoH6OPMtUsMYXYt,,,,,,,,,,,Size,9/11 Y (9/11 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,BgoH6OPMtUsMYXYt,,,,,,,,,,,Size,12/13 Y (12/13 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,BgoH6OPMtUsMYXYt,,,,,,,,,,,Color,Deep Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,BgoH6OPMtUsMYXYt,,,,,,,,,,,Size,3/4 Y (3/4 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,BgoH6OPMtUsMYXYt,,,,,,,,,,,Size,5/6 Y (5/6 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,BgoH6OPMtUsMYXYt,,,,,,,,,,,Size,7/8 Y (7/8 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,BgoH6OPMtUsMYXYt,,,,,,,,,,,Size,9/11 Y (9/11 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,BgoH6OPMtUsMYXYt,,,,,,,,,,,Size,12/13 Y (12/13 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,BgoH6OPMtUsMYXYt,,,,,,,,,,,Color,Heather Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,BgoH6OPMtUsMYXYt,,,,,,,,,,,Size,3/4 Y (3/4 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,BgoH6OPMtUsMYXYt,,,,,,,,,,,Size,5/6 Y (5/6 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,BgoH6OPMtUsMYXYt,,,,,,,,,,,Size,7/8 Y (7/8 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,BgoH6OPMtUsMYXYt,,,,,,,,,,,Size,9/11 Y (9/11 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,BgoH6OPMtUsMYXYt,,,,,,,,,,,Size,12/13 Y (12/13 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,BgoH6OPMtUsMYXYt,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,BgoH6OPMtUsMYXYt,,,,,,,,,,,Size,3/4 Y (3/4 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,BgoH6OPMtUsMYXYt,,,,,,,,,,,Size,5/6 Y (5/6 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,BgoH6OPMtUsMYXYt,,,,,,,,,,,Size,7/8 Y (7/8 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,BgoH6OPMtUsMYXYt,,,,,,,,,,,Size,9/11 Y (9/11 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,BgoH6OPMtUsMYXYt,,,,,,,,,,,Size,12/13 Y (12/13 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,BgoH6OPMtUsMYXYt,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,
product_option,BgoH6OPMtUsMYXYt,,,,,,,,,,,Size,3/4 Y (3/4 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,BgoH6OPMtUsMYXYt,,,,,,,,,,,Size,5/6 Y (5/6 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,BgoH6OPMtUsMYXYt,,,,,,,,,,,Size,7/8 Y (7/8 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,BgoH6OPMtUsMYXYt,,,,,,,,,,,Size,9/11 Y (9/11 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,BgoH6OPMtUsMYXYt,,,,,,,,,,,Size,12/13 Y (12/13 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,BgoH6OPMtUsMYXYt,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,BgoH6OPMtUsMYXYt,,,,,,,,,,,Size,3/4 Y (3/4 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,BgoH6OPMtUsMYXYt,,,,,,,,,,,Size,5/6 Y (5/6 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,BgoH6OPMtUsMYXYt,,,,,,,,,,,Size,7/8 Y (7/8 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,BgoH6OPMtUsMYXYt,,,,,,,,,,,Size,9/11 Y (9/11 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,BgoH6OPMtUsMYXYt,,,,,,,,,,,Size,12/13 Y (12/13 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_variation,BgoH6OPMtUsMYXYt,,,,,,,SC62039_40405_40404,13.12,Black,3/4 Y (3/4 ans),,,,,,,,,,,,
product_variation,BgoH6OPMtUsMYXYt,,,,,,,SC62039_40405_40406,13.12,Black,5/6 Y (5/6 ans),,,,,,,,,,,,
product_variation,BgoH6OPMtUsMYXYt,,,,,,,SC62039_40405_40407,13.12,Black,7/8 Y (7/8 ans),,,,,,,,,,,,
product_variation,BgoH6OPMtUsMYXYt,,,,,,,SC62039_40405_40408,13.12,Black,9/11 Y (9/11 ans),,,,,,,,,,,,
product_variation,BgoH6OPMtUsMYXYt,,,,,,,SC62039_40405_40409,13.12,Black,12/13 Y (12/13 ans),,,,,,,,,,,,
product_variation,BgoH6OPMtUsMYXYt,,,,,,,SC62039_43999_40404,13.12,Deep Navy,3/4 Y (3/4 ans),,,,,,,,,,,,
product_variation,BgoH6OPMtUsMYXYt,,,,,,,SC62039_43999_40406,13.12,Deep Navy,5/6 Y (5/6 ans),,,,,,,,,,,,
product_variation,BgoH6OPMtUsMYXYt,,,,,,,SC62039_43999_40407,13.12,Deep Navy,7/8 Y (7/8 ans),,,,,,,,,,,,
product_variation,BgoH6OPMtUsMYXYt,,,,,,,SC62039_43999_40408,13.12,Deep Navy,9/11 Y (9/11 ans),,,,,,,,,,,,
product_variation,BgoH6OPMtUsMYXYt,,,,,,,SC62039_43999_40409,13.12,Deep Navy,12/13 Y (12/13 ans),,,,,,,,,,,,
product_variation,BgoH6OPMtUsMYXYt,,,,,,,SC62039_40410_40404,13.12,Heather Grey,3/4 Y (3/4 ans),,,,,,,,,,,,
product_variation,BgoH6OPMtUsMYXYt,,,,,,,SC62039_40410_40406,13.12,Heather Grey,5/6 Y (5/6 ans),,,,,,,,,,,,
product_variation,BgoH6OPMtUsMYXYt,,,,,,,SC62039_40410_40407,13.12,Heather Grey,7/8 Y (7/8 ans),,,,,,,,,,,,
product_variation,BgoH6OPMtUsMYXYt,,,,,,,SC62039_40410_40408,13.12,Heather Grey,9/11 Y (9/11 ans),,,,,,,,,,,,
product_variation,BgoH6OPMtUsMYXYt,,,,,,,SC62039_40410_40409,13.12,Heather Grey,12/13 Y (12/13 ans),,,,,,,,,,,,
product_variation,BgoH6OPMtUsMYXYt,,,,,,,SC62039_40411_40404,13.12,Navy,3/4 Y (3/4 ans),,,,,,,,,,,,
product_variation,BgoH6OPMtUsMYXYt,,,,,,,SC62039_40411_40406,13.12,Navy,5/6 Y (5/6 ans),,,,,,,,,,,,
product_variation,BgoH6OPMtUsMYXYt,,,,,,,SC62039_40411_40407,13.12,Navy,7/8 Y (7/8 ans),,,,,,,,,,,,
product_variation,BgoH6OPMtUsMYXYt,,,,,,,SC62039_40411_40408,13.12,Navy,9/11 Y (9/11 ans),,,,,,,,,,,,
product_variation,BgoH6OPMtUsMYXYt,,,,,,,SC62039_40411_40409,13.12,Navy,12/13 Y (12/13 ans),,,,,,,,,,,,
product_variation,BgoH6OPMtUsMYXYt,,,,,,,SC62039_40412_40404,13.12,Red,3/4 Y (3/4 ans),,,,,,,,,,,,
product_variation,BgoH6OPMtUsMYXYt,,,,,,,SC62039_40412_40406,13.12,Red,5/6 Y (5/6 ans),,,,,,,,,,,,
product_variation,BgoH6OPMtUsMYXYt,,,,,,,SC62039_40412_40407,13.12,Red,7/8 Y (7/8 ans),,,,,,,,,,,,
product_variation,BgoH6OPMtUsMYXYt,,,,,,,SC62039_40412_40408,13.12,Red,9/11 Y (9/11 ans),,,,,,,,,,,,
product_variation,BgoH6OPMtUsMYXYt,,,,,,,SC62039_40412_40409,13.12,Red,12/13 Y (12/13 ans),,,,,,,,,,,,
product_variation,BgoH6OPMtUsMYXYt,,,,,,,SC62039_40413_40404,13.12,Royal Blue,3/4 Y (3/4 ans),,,,,,,,,,,,
product_variation,BgoH6OPMtUsMYXYt,,,,,,,SC62039_40413_40406,13.12,Royal Blue,5/6 Y (5/6 ans),,,,,,,,,,,,
product_variation,BgoH6OPMtUsMYXYt,,,,,,,SC62039_40413_40407,13.12,Royal Blue,7/8 Y (7/8 ans),,,,,,,,,,,,
product_variation,BgoH6OPMtUsMYXYt,,,,,,,SC62039_40413_40408,13.12,Royal Blue,9/11 Y (9/11 ans),,,,,,,,,,,,
product_variation,BgoH6OPMtUsMYXYt,,,,,,,SC62039_40413_40409,13.12,Royal Blue,12/13 Y (12/13 ans),,,,,,,,,,,,
product,vDVHAFnf1KpyYa5N,Kids Classic Set-in Sweat (62-041-0),"80% katoen / 20% polyester. Toon op toon nektape. Mouwuiteinden en onderkant in rib katoen / Lycra®. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5295, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=275852&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Fruit of the Loom,Kleding,Sweatshirt,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=275852&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Size,3/4 Y (3/4 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Size,5/6 Y (5/6 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Size,7/8 Y (7/8 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Size,9/11 Y (9/11 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Size,12/13 Y (12/13 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Size,14/15 Y (14/15 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Color,Deep Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Size,3/4 Y (3/4 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Size,5/6 Y (5/6 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Size,7/8 Y (7/8 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Size,9/11 Y (9/11 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Size,12/13 Y (12/13 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Size,14/15 Y (14/15 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Color,Heather Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Size,3/4 Y (3/4 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Size,5/6 Y (5/6 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Size,7/8 Y (7/8 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Size,9/11 Y (9/11 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Size,12/13 Y (12/13 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Size,14/15 Y (14/15 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Size,3/4 Y (3/4 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Size,5/6 Y (5/6 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Size,7/8 Y (7/8 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Size,9/11 Y (9/11 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Size,12/13 Y (12/13 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Size,14/15 Y (14/15 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Size,3/4 Y (3/4 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Size,5/6 Y (5/6 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Size,7/8 Y (7/8 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Size,9/11 Y (9/11 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Size,12/13 Y (12/13 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Size,14/15 Y (14/15 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Size,3/4 Y (3/4 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Size,5/6 Y (5/6 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Size,7/8 Y (7/8 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Size,9/11 Y (9/11 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Size,12/13 Y (12/13 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,vDVHAFnf1KpyYa5N,,,,,,,,,,,Size,14/15 Y (14/15 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_variation,vDVHAFnf1KpyYa5N,,,,,,,SC62041C_78595_78596,13.12,Black,3/4 Y (3/4 ans),,,,,,,,,,,,
product_variation,vDVHAFnf1KpyYa5N,,,,,,,SC62041C_78595_78608,13.12,Black,5/6 Y (5/6 ans),,,,,,,,,,,,
product_variation,vDVHAFnf1KpyYa5N,,,,,,,SC62041C_78595_78610,13.12,Black,7/8 Y (7/8 ans),,,,,,,,,,,,
product_variation,vDVHAFnf1KpyYa5N,,,,,,,SC62041C_78595_78612,13.12,Black,9/11 Y (9/11 ans),,,,,,,,,,,,
product_variation,vDVHAFnf1KpyYa5N,,,,,,,SC62041C_78595_78614,13.12,Black,12/13 Y (12/13 ans),,,,,,,,,,,,
product_variation,vDVHAFnf1KpyYa5N,,,,,,,SC62041C_78595_78616,13.12,Black,14/15 Y (14/15 ans),,,,,,,,,,,,
product_variation,vDVHAFnf1KpyYa5N,,,,,,,SC62041C_78598_78596,13.12,Deep Navy,3/4 Y (3/4 ans),,,,,,,,,,,,
product_variation,vDVHAFnf1KpyYa5N,,,,,,,SC62041C_78598_78608,13.12,Deep Navy,5/6 Y (5/6 ans),,,,,,,,,,,,
product_variation,vDVHAFnf1KpyYa5N,,,,,,,SC62041C_78598_78610,13.12,Deep Navy,7/8 Y (7/8 ans),,,,,,,,,,,,
product_variation,vDVHAFnf1KpyYa5N,,,,,,,SC62041C_78598_78612,13.12,Deep Navy,9/11 Y (9/11 ans),,,,,,,,,,,,
product_variation,vDVHAFnf1KpyYa5N,,,,,,,SC62041C_78598_78614,13.12,Deep Navy,12/13 Y (12/13 ans),,,,,,,,,,,,
product_variation,vDVHAFnf1KpyYa5N,,,,,,,SC62041C_78598_78616,13.12,Deep Navy,14/15 Y (14/15 ans),,,,,,,,,,,,
product_variation,vDVHAFnf1KpyYa5N,,,,,,,SC62041C_78600_78596,13.12,Heather Grey,3/4 Y (3/4 ans),,,,,,,,,,,,
product_variation,vDVHAFnf1KpyYa5N,,,,,,,SC62041C_78600_78608,13.12,Heather Grey,5/6 Y (5/6 ans),,,,,,,,,,,,
product_variation,vDVHAFnf1KpyYa5N,,,,,,,SC62041C_78600_78610,13.12,Heather Grey,7/8 Y (7/8 ans),,,,,,,,,,,,
product_variation,vDVHAFnf1KpyYa5N,,,,,,,SC62041C_78600_78612,13.12,Heather Grey,9/11 Y (9/11 ans),,,,,,,,,,,,
product_variation,vDVHAFnf1KpyYa5N,,,,,,,SC62041C_78600_78614,13.12,Heather Grey,12/13 Y (12/13 ans),,,,,,,,,,,,
product_variation,vDVHAFnf1KpyYa5N,,,,,,,SC62041C_78600_78616,13.12,Heather Grey,14/15 Y (14/15 ans),,,,,,,,,,,,
product_variation,vDVHAFnf1KpyYa5N,,,,,,,SC62041C_78602_78596,13.12,Navy,3/4 Y (3/4 ans),,,,,,,,,,,,
product_variation,vDVHAFnf1KpyYa5N,,,,,,,SC62041C_78602_78608,13.12,Navy,5/6 Y (5/6 ans),,,,,,,,,,,,
product_variation,vDVHAFnf1KpyYa5N,,,,,,,SC62041C_78602_78610,13.12,Navy,7/8 Y (7/8 ans),,,,,,,,,,,,
product_variation,vDVHAFnf1KpyYa5N,,,,,,,SC62041C_78602_78612,13.12,Navy,9/11 Y (9/11 ans),,,,,,,,,,,,
product_variation,vDVHAFnf1KpyYa5N,,,,,,,SC62041C_78602_78614,13.12,Navy,12/13 Y (12/13 ans),,,,,,,,,,,,
product_variation,vDVHAFnf1KpyYa5N,,,,,,,SC62041C_78602_78616,13.12,Navy,14/15 Y (14/15 ans),,,,,,,,,,,,
product_variation,vDVHAFnf1KpyYa5N,,,,,,,SC62041C_78604_78596,13.12,Red,3/4 Y (3/4 ans),,,,,,,,,,,,
product_variation,vDVHAFnf1KpyYa5N,,,,,,,SC62041C_78604_78608,13.12,Red,5/6 Y (5/6 ans),,,,,,,,,,,,
product_variation,vDVHAFnf1KpyYa5N,,,,,,,SC62041C_78604_78610,13.12,Red,7/8 Y (7/8 ans),,,,,,,,,,,,
product_variation,vDVHAFnf1KpyYa5N,,,,,,,SC62041C_78604_78612,13.12,Red,9/11 Y (9/11 ans),,,,,,,,,,,,
product_variation,vDVHAFnf1KpyYa5N,,,,,,,SC62041C_78604_78614,13.12,Red,12/13 Y (12/13 ans),,,,,,,,,,,,
product_variation,vDVHAFnf1KpyYa5N,,,,,,,SC62041C_78604_78616,13.12,Red,14/15 Y (14/15 ans),,,,,,,,,,,,
product_variation,vDVHAFnf1KpyYa5N,,,,,,,SC62041_40424_40414,12,White,3/4 Y (3/4 ans),,,,,,,,,,,,
product_variation,vDVHAFnf1KpyYa5N,,,,,,,SC62041_40424_40416,12,White,5/6 Y (5/6 ans),,,,,,,,,,,,
product_variation,vDVHAFnf1KpyYa5N,,,,,,,SC62041_40424_40417,12,White,7/8 Y (7/8 ans),,,,,,,,,,,,
product_variation,vDVHAFnf1KpyYa5N,,,,,,,SC62041_40424_40418,12,White,9/11 Y (9/11 ans),,,,,,,,,,,,
product_variation,vDVHAFnf1KpyYa5N,,,,,,,SC62041_40424_40419,12,White,12/13 Y (12/13 ans),,,,,,,,,,,,
product_variation,vDVHAFnf1KpyYa5N,,,,,,,SC62041_40424_58577,12,White,14/15 Y (14/15 ans),,,,,,,,,,,,
product,UHuSdUXPMgnRtf8W,Kids Classic Hooded Sweat (62-043-0),"80% katoen / 20% polyester. Kangaroezak. Gevoerde capuchon zonder aanrijgkoord conform de EU-regelgeving voor kinderen. Mouwuiteinden en onderkant in rib katoen / Lycra®. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5295, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=391081&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Fruit of the Loom,Kleding,Sweatshirt,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391081&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391080&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391082&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,
product_option,UHuSdUXPMgnRtf8W,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,UHuSdUXPMgnRtf8W,,,,,,,,,,,Size,5/6 Y (5/6 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,UHuSdUXPMgnRtf8W,,,,,,,,,,,Size,7/8 Y (7/8 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,UHuSdUXPMgnRtf8W,,,,,,,,,,,Size,9/11 Y (9/11 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,UHuSdUXPMgnRtf8W,,,,,,,,,,,Size,12/13 Y (12/13 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,UHuSdUXPMgnRtf8W,,,,,,,,,,,Size,14/15 Y (14/15 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,UHuSdUXPMgnRtf8W,,,,,,,,,,,Color,Burgundy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,UHuSdUXPMgnRtf8W,,,,,,,,,,,Size,5/6 Y (5/6 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,UHuSdUXPMgnRtf8W,,,,,,,,,,,Size,7/8 Y (7/8 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,UHuSdUXPMgnRtf8W,,,,,,,,,,,Size,9/11 Y (9/11 ans),RADIOBUTTONS,TRUE,,,,,,,,
product_option,UHuSdUXPMgnRtf8W,,,,,,,,,,,Size,12/13 Y (12/13 ans),RADIOBUTTONS,TRUE,,,,,,,,
